maxfarms, p, zone, weight_z, cell, weight_c
20, 0.5, 1, 0.06666666666666667, 760, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 761, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 762, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 817, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 818, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 875, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 876, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 877, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 936, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 937, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 938, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 999, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1125, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1126, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1266, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1330, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1331, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1332, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1333, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1334, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1335, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1338, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1406, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1407, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1408, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1409, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1410, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1411, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1482, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1483, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1484, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1485, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1486, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1560, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1561, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1562, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1563, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1641, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1642, 0.001666666666666677
20, 0.5, 1, 0.06666666666666667, 1724, 0.001666666666666677
20, 0.5, 5, 0.05, 2434, 0.001666666666666677
20, 0.5, 5, 0.05, 2535, 0.001666666666666677
20, 0.5, 5, 0.05, 2536, 0.001666666666666677
20, 0.5, 5, 0.05, 2537, 0.001666666666666677
20, 0.5, 5, 0.05, 2637, 0.001666666666666677
20, 0.5, 5, 0.05, 2638, 0.001666666666666677
20, 0.5, 5, 0.05, 2742, 0.001666666666666677
20, 0.5, 5, 0.05, 2953, 0.001666666666666677
20, 0.5, 5, 0.05, 3058, 0.001666666666666677
20, 0.5, 5, 0.05, 3059, 0.001666666666666677
20, 0.5, 5, 0.05, 3166, 0.001666666666666677
20, 0.5, 5, 0.05, 3167, 0.001666666666666677
20, 0.5, 5, 0.05, 3272, 0.001666666666666677
20, 0.5, 5, 0.05, 3273, 0.001666666666666677
20, 0.5, 5, 0.05, 3274, 0.001666666666666677
20, 0.5, 5, 0.05, 3275, 0.001666666666666677
20, 0.5, 5, 0.05, 3380, 0.001666666666666677
20, 0.5, 5, 0.05, 3381, 0.001666666666666677
20, 0.5, 5, 0.05, 3382, 0.001666666666666677
20, 0.5, 5, 0.05, 3383, 0.001666666666666677
20, 0.5, 5, 0.05, 3491, 0.001666666666666677
20, 0.5, 5, 0.05, 3492, 0.001666666666666677
20, 0.5, 5, 0.05, 3493, 0.001666666666666677
20, 0.5, 5, 0.05, 3494, 0.001666666666666677
20, 0.5, 5, 0.05, 3602, 0.001666666666666677
20, 0.5, 5, 0.05, 3604, 0.001666666666666677
20, 0.5, 5, 0.05, 3714, 0.001666666666666677
20, 0.5, 5, 0.05, 3715, 0.001666666666666677
20, 0.5, 5, 0.05, 3716, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3881, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3883, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3884, 0.001666666666666677
20, 0.5, 5, 0.05, 3943, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3992, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3993, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3994, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3995, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3996, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 3997, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4108, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4109, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4110, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4111, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4112, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4225, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4226, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4227, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4343, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4344, 0.001666666666666677
20, 0.5, 4, 0.03333333333333333, 4462, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5826, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5827, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5953, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5954, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5955, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5956, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5957, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5958, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 5959, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6080, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6081, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6082, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6083, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6084, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6085, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6086, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6087, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6088, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6207, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6209, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6210, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6211, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6212, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6213, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6214, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6215, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6216, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6217, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6337, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6338, 0.001666666666666677
20, 0.5, 19, 0.2, 6339, 0.001666666666666677
20, 0.5, 19, 0.2, 6340, 0.001666666666666677
20, 0.5, 19, 0.2, 6341, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6342, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6343, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6344, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6345, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6346, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6347, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6348, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6349, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6467, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6468, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6469, 0.001666666666666677
20, 0.5, 19, 0.2, 6471, 0.001666666666666677
20, 0.5, 19, 0.2, 6472, 0.001666666666666677
20, 0.5, 19, 0.2, 6473, 0.001666666666666677
20, 0.5, 19, 0.2, 6474, 0.001666666666666677
20, 0.5, 19, 0.2, 6475, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6476, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6477, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6478, 0.001666666666666677
20, 0.5, 9, 0.06666666666666667, 6479, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6599, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6600, 0.001666666666666677
20, 0.5, 14, 0.06666666666666667, 6601, 0.001666666666666677
20, 0.5, 19, 0.2, 6602, 0.001666666666666677
20, 0.5, 19, 0.2, 6603, 0.001666666666666677
20, 0.5, 19, 0.2, 6604, 0.001666666666666677
20, 0.5, 19, 0.2, 6605, 0.001666666666666677
20, 0.5, 19, 0.2, 6606, 0.001666666666666677
20, 0.5, 19, 0.2, 6607, 0.001666666666666677
