maxfarms, p, MeanVariance, MeanSD, MeanCF, BiObj
5, 0.05, 0.10898434504056, 0.3301277707805873, -0.6846649039325711, 0.11198267813473572
5, 0.1, 0.10898434504056, 0.3301277707805873, -0.6846649039325711, 0.1494368487966481
5, 0.15000000000000002, 0.10898434504056, 0.3301277707805873, -0.6846649039325711, 0.18689101945856146
5, 0.2, 0.09837115072152, 0.3136417553858542, -0.6811533092458765, 0.22272147802949216
5, 0.25, 0.08508471834576001, 0.29169284932229655, -0.6750482760274832, 0.25212960014238317
5, 0.30000000000000004, 0.072520513963, 0.2692963311354241, -0.6683123465982709, 0.26865397663779955
5, 0.35000000000000003, 0.072520513963, 0.2692963311354241, -0.6683123465982709, 0.2810177736184044
5, 0.4, 0.05111654804524, 0.22608969026746883, -0.6486988177973894, 0.2900377381719138
5, 0.45, 0.0494921480698, 0.22246830801217507, -0.6470809135562794, 0.28287261511654266
5, 0.5, 0.0494921480698, 0.22246830801217507, -0.6470809135562794, 0.27539185628697266
5, 0.55, 0.0494921480698, 0.22246830801217507, -0.6470809135562794, 0.2679110974574025
5, 0.6000000000000001, 0.0494921480698, 0.22246830801217507, -0.6470809135562794, 0.26043033862783294
5, 0.65, 0.038540636416839996, 0.19631769257211637, -0.6196521399889203, 0.24881636455308037
5, 0.7000000000000001, 0.038540636416839996, 0.19631769257211637, -0.6196521399889203, 0.22554193654553945
5, 0.75, 0.038540636416839996, 0.19631769257211637, -0.6196521399889203, 0.20226750853799755
5, 0.8, 0.038540636416839996, 0.19631769257211637, -0.6196521399889203, 0.17899308053045548
5, 0.8500000000000001, 0.038269048481799996, 0.19562476449008187, -0.6179793311172231, 0.15514155257245082
5, 0.9, 0.038269048481799996, 0.19562476449008187, -0.6179793311172231, 0.13111142966362985
5, 0.9500000000000001, 0.038269048481799996, 0.19562476449008187, -0.6179793311172231, 0.10708130675480859
10, 0.05, 0.10898434504056, 0.3301277707805873, -0.6846649039325711, 0.11198267813473572
10, 0.1, 0.10898434504056, 0.3301277707805873, -0.6846649039325711, 0.1494368487966481
10, 0.15000000000000002, 0.10813074490467553, 0.32883239637340406, -0.6844697961966564, 0.18676654405044812
10, 0.2, 0.0958415760258633, 0.3095829065466362, -0.6806024747675951, 0.2206555283077378
10, 0.25, 0.08506448488737582, 0.2916581644449128, -0.6760946974472772, 0.24632016033101847
10, 0.30000000000000004, 0.07232267443943029, 0.2689287534634969, -0.6690626399491961, 0.26418014412913843
10, 0.35000000000000003, 0.06398606181756279, 0.25295466356160107, -0.6632844977408227, 0.2737068887314407
10, 0.4, 0.057330188485451954, 0.23943723287210775, -0.6575602369770704, 0.27706846888675357
10, 0.45, 0.05131847801225967, 0.22653582059413843, -0.6512957136122515, 0.2744762763800617
10, 0.5, 0.047002328869868604, 0.21680020495808716, -0.6456743690197967, 0.2675129914284365
10, 0.55, 0.04390693312984665, 0.20953981275606468, -0.6406606941375054, 0.25693213626658373
10, 0.6000000000000001, 0.04202895378293861, 0.20500964314621548, -0.6369472520864184, 0.24326702661134336
10, 0.65, 0.03922689809904864, 0.19805781504158992, -0.630024760783061, 0.2268594272717031
10, 0.7000000000000001, 0.037391797858837214, 0.1933695887642036, -0.624297448808856, 0.2068984284369798
10, 0.75, 0.03494454011673833, 0.18693458780209277, -0.6147133466347084, 0.18307887980944082
10, 0.8, 0.03432874050967889, 0.18528016761024071, -0.6116110588069513, 0.15550200420610008
10, 0.8500000000000001, 0.03294670380515111, 0.1815122690209979, -0.602883499885073, 0.12437309769427855
10, 0.9, 0.032078194075439735, 0.17910386393218805, -0.5933644407660313, 0.0908160115964856
10, 0.9500000000000001, 0.03101796074932223, 0.17611916633155583, -0.5727482058753817, 0.05152970437311259
