maxfarms, p, zone, weight_z, cell
30, 0.75, 137, 0.06666666666666667, 64712
30, 0.75, 142, 0.03333333333333333, 66112
30, 0.75, 145, 0.08333333333333333, 67549
30, 0.8, 1, 0.1166666666666667, 1724
30, 0.8, 5, 0.03333333333333333, 4173
30, 0.8, 10, 0.03333333333333333, 6385
30, 0.8, 19, 0.2, 10549
30, 0.8, 31, 0.05, 16372
30, 0.8, 34, 0.03333333333333333, 17487
30, 0.8, 41, 0.1166666666666667, 18787
30, 0.8, 65, 0.06666666666666667, 32983
30, 0.8, 81, 0.03333333333333333, 40838
30, 0.8, 95, 0.08333333333333333, 48593
30, 0.8, 108, 0.05, 55184
30, 0.8, 137, 0.03333333333333333, 64712
30, 0.8, 133, 0.03333333333333333, 65178
30, 0.8, 142, 0.03333333333333333, 66112
30, 0.8, 145, 0.08333333333333333, 67549
30, 0.8500000000000001, 1, 0.1333333333333333, 1724
30, 0.8500000000000001, 10, 0.03333333333333333, 6385
30, 0.8500000000000001, 19, 0.1833333333333333, 10549
30, 0.8500000000000001, 31, 0.05, 16372
30, 0.8500000000000001, 30, 0.03333333333333333, 16761
30, 0.8500000000000001, 41, 0.1, 18787
30, 0.8500000000000001, 61, 0.03333333333333333, 28300
30, 0.8500000000000001, 65, 0.05, 32983
30, 0.8500000000000001, 81, 0.05, 40838
30, 0.8500000000000001, 95, 0.08333333333333333, 48593
30, 0.8500000000000001, 108, 0.03333333333333333, 55184
30, 0.8500000000000001, 121, 0.03333333333333333, 56784
30, 0.8500000000000001, 133, 0.06666666666666667, 65178
30, 0.8500000000000001, 145, 0.1166666666666667, 67549
30, 0.9, 1, 0.1166666666666667, 1724
30, 0.9, 10, 0.03333333333333333, 6385
30, 0.9, 19, 0.1666666666666667, 10549
30, 0.9, 31, 0.06666666666666667, 16372
30, 0.9, 30, 0.03333333333333333, 16761
30, 0.9, 41, 0.1, 18787
30, 0.9, 61, 0.03333333333333333, 28300
30, 0.9, 65, 0.03333333333333333, 32983
30, 0.9, 71, 0.03333333333333333, 35772
30, 0.9, 81, 0.06666666666666667, 40838
30, 0.9, 95, 0.06666666666666667, 48593
30, 0.9, 108, 0.03333333333333333, 55184
30, 0.9, 121, 0.03333333333333333, 56784
30, 0.9, 126, 0.05, 59935
30, 0.9, 137, 0.03333333333333333, 64712
30, 0.9, 145, 0.1, 67549
30, 0.9500000000000001, 1, 0.1166666666666667, 1724
30, 0.9500000000000001, 10, 0.03333333333333333, 6385
30, 0.9500000000000001, 19, 0.1333333333333333, 10549
30, 0.9500000000000001, 31, 0.03333333333333333, 16372
30, 0.9500000000000001, 30, 0.03333333333333333, 16761
30, 0.9500000000000001, 37, 0.05, 16927
30, 0.9500000000000001, 38, 0.03333333333333333, 18162
30, 0.9500000000000001, 41, 0.05, 18787
30, 0.9500000000000001, 47, 0.03333333333333333, 23910
30, 0.9500000000000001, 65, 0.03333333333333333, 32983
30, 0.9500000000000001, 71, 0.05, 35772
30, 0.9500000000000001, 81, 0.08333333333333333, 40838
30, 0.9500000000000001, 95, 0.03333333333333333, 48593
30, 0.9500000000000001, 98, 0.05, 50627
30, 0.9500000000000001, 121, 0.03333333333333333, 56784
30, 0.9500000000000001, 126, 0.08333333333333333, 59935
30, 0.9500000000000001, 137, 0.03333333333333333, 64712
30, 0.9500000000000001, 145, 0.08333333333333333, 67549
