maxfarms, p, MeanVariance, MeanSD, MeanCF, BiObj
5, 0.05, 0.11175305409344, 0.33429486100363554, -0.6969778032388477, 0.07138591176081714
5, 0.1, 0.11175305409344, 0.33429486100363554, -0.6969778032388477, 0.11916583016353517
5, 0.15000000000000002, 0.10091521655679998, 0.31767155452888757, -0.6947343539148476, 0.16427905782964722
5, 0.2, 0.10091521655679998, 0.31767155452888757, -0.6947343539148476, 0.20455193010517375
5, 0.25, 0.10091521655679998, 0.31767155452888757, -0.6947343539148476, 0.24482480238070606
5, 0.30000000000000004, 0.07363422262548, 0.2713562651303264, -0.681364582302167, 0.2695359850318524
5, 0.35000000000000003, 0.07363422262548, 0.2713562651303264, -0.681364582302167, 0.2874949075809432
5, 0.4, 0.07363422262548, 0.2713562651303264, -0.681364582302167, 0.30545383013003813
5, 0.45, 0.05066940616164001, 0.2250986587291004, -0.6587252595116743, 0.30937758677172983
5, 0.5, 0.05066940616164001, 0.2250986587291004, -0.6587252595116743, 0.3035151341344165
5, 0.55, 0.046004026364800006, 0.21448549220122093, -0.6516711297562371, 0.29489910633526895
5, 0.6000000000000001, 0.046004026364800006, 0.21448549220122093, -0.6516711297562371, 0.2831109831982225
5, 0.65, 0.046004026364800006, 0.21448549220122093, -0.6516711297562371, 0.2713228600611822
5, 0.7000000000000001, 0.038540636416839996, 0.19631769257211637, -0.6291103160619795, 0.25662894370138883
5, 0.75, 0.038540636416839996, 0.19631769257211637, -0.6291103160619795, 0.23037166333209344
5, 0.8, 0.038540636416839996, 0.19631769257211637, -0.6291103160619795, 0.2041143829627961
5, 0.8500000000000001, 0.038540636416839996, 0.19631769257211637, -0.6291103160619795, 0.1778571025935026
5, 0.9, 0.038540636416839996, 0.19631769257211637, -0.6291103160619795, 0.15159982222420587
5, 0.9500000000000001, 0.038540636416839996, 0.19631769257211637, -0.6291103160619795, 0.12534254185491034
10, 0.05, 0.10705983588415721, 0.3271999937105091, -0.697050950998821, 0.06794996103082816
10, 0.1, 0.10472457993212332, 0.3236117734757549, -0.6967741970966327, 0.11233830463142962
10, 0.15000000000000002, 0.10378693786538444, 0.3221598017527706, -0.6965958150302894, 0.1554546084597652
10, 0.2, 0.10215589640467335, 0.319618360556263, -0.6961273404096223, 0.19767257797228807
10, 0.25, 0.08767930128011753, 0.2961069085315598, -0.6905482650687872, 0.23283114769124558
10, 0.30000000000000004, 0.07720338172147224, 0.27785496526330467, -0.6851282744623111, 0.259091940348707
10, 0.35000000000000003, 0.06665621323970501, 0.25817864597930057, -0.6781083794697496, 0.27686612376487746
