maxfarms, p, MeanVariance, MeanSD, MeanCF, BiObj
5, 0.05, 0.10774569405720001, 0.32824639229883396, -0.6849335827565382, 0.06128264274477946
5, 0.1, 0.10774569405720001, 0.32824639229883396, -0.6849335827565382, 0.10442192794814886
5, 0.15000000000000002, 0.10774569405720001, 0.32824639229883396, -0.6849335827565382, 0.14756121315151516
5, 0.2, 0.09625473804389047, 0.3102494771049429, -0.6812162916934191, 0.1881680337845254
5, 0.25, 0.08390216768085734, 0.28965870896773904, -0.6760953542280435, 0.2185838109418422
5, 0.30000000000000004, 0.07323941063512271, 0.27062780831821903, -0.6700908376392146, 0.24150093706134002
5, 0.35000000000000003, 0.0638647805723299, 0.2527148206424188, -0.6636528244221946, 0.254808962385046
5, 0.4, 0.05792717423325757, 0.24068064781626622, -0.658588946242271, 0.2613714375022892
5, 0.45, 0.05189290435270073, 0.2278001412482019, -0.6520028718233993, 0.2632767037779502
5, 0.5, 0.04828125317321676, 0.21972995511130647, -0.6475277736124164, 0.25842296652363717
5, 0.55, 0.04499185390290776, 0.21211283295196395, -0.6422971546602259, 0.2505990694124021
5, 0.6000000000000001, 0.043015211914984176, 0.20740108947395666, -0.6384857281766658, 0.23929857257954884
5, 0.65, 0.04165774748009452, 0.2041022966066147, -0.6352606749982688, 0.22564979135526747
5, 0.7000000000000001, 0.04072408544584995, 0.20180209475089683, -0.6324963437025, 0.2101559295377179
5, 0.75, 0.039987220823674195, 0.1999680495071005, -0.629715699293308, 0.19310246744382556
5, 0.8, 0.03956150805324719, 0.19890074925260384, -0.6276262032393374, 0.17472396285941225
5, 0.8500000000000001, 0.03899002659016619, 0.19745892380484148, -0.6235523969179814, 0.1551470522383726
5, 0.9, 0.038798718402844434, 0.1969739028471651, -0.6216477521761311, 0.13383777028701938
5, 0.9500000000000001, 0.03758131350274772, 0.1938590041828022, -0.6012113945783613, 0.10702798441498906
10, 0.05, 0.10774569405720001, 0.32824639229883396, -0.6849335827565382, 0.06128264274477946
10, 0.1, 0.10774569405720001, 0.32824639229883396, -0.6849335827565382, 0.10442192794814886
10, 0.15000000000000002, 0.10774569405720001, 0.32824639229883396, -0.6849335827565382, 0.14756121315151516
10, 0.2, 0.09625473804389047, 0.3102494771049429, -0.6812162916934191, 0.1881680337845254
10, 0.25, 0.08390216768085734, 0.28965870896773904, -0.6760953542280435, 0.2185838109418422
10, 0.30000000000000004, 0.07323941063512278, 0.2706278083182192, -0.6700908376392148, 0.24150093706133868
10, 0.35000000000000003, 0.0638647805723299, 0.2527148206424188, -0.6636528244221946, 0.254808962385046
10, 0.4, 0.05720236637971058, 0.23917016197617666, -0.6580044655132029, 0.26085597713607844
10, 0.45, 0.05110660626465032, 0.226067702834019, -0.6514662762812462, 0.2615834133266068
10, 0.5, 0.04801573086270439, 0.2191249206792883, -0.6474359011462837, 0.25726863244808185
10, 0.55, 0.04405977722824717, 0.2099042096487042, -0.6412174340618016, 0.24861264963280355
10, 0.6000000000000001, 0.04241430409326615, 0.20594733329972048, -0.6380053733878558, 0.23670347232189232
