maxfarms, p, MeanVariance, MeanSD, MeanCF, BiObj
5, 0.05, 0.11175305409344, 0.33429486100363554, -0.7064341045541456, 0.24620224198149915
5, 0.1, 0.10091521655679998, 0.31767155452888757, -0.7040918587427762, 0.31471408990184874
5, 0.15000000000000002, 0.07363422262548, 0.2713562651303264, -0.6903576642627897, 0.3631961384946701
5, 0.2, 0.07363422262548, 0.2713562651303264, -0.6903576642627897, 0.39583256960327107
5, 0.25, 0.06596337211888, 0.25683335476312263, -0.6831576124242719, 0.4194631859547932
5, 0.30000000000000004, 0.06596337211888, 0.25683335476312263, -0.6831576124242719, 0.44147853542649995
5, 0.35000000000000003, 0.06567531549319999, 0.2562719561192757, -0.6826547832361615, 0.46328344399875
5, 0.4, 0.06567531549319999, 0.2562719561192757, -0.6826547832361615, 0.4848287621691857
5, 0.45, 0.061898953126680006, 0.24879500221403164, -0.6720446228504391, 0.5048272220092888
5, 0.5, 0.06113197133395999, 0.24724880451472359, -0.6697427038398641, 0.5176145241492882
5, 0.55, 0.06113197133395999, 0.24724880451472359, -0.6697427038398641, 0.5302208361055923
5, 0.6000000000000001, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.5406266013330795
5, 0.65, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.5495417601943505
5, 0.7000000000000001, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.5584569190556197
5, 0.75, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.5673720779168945
5, 0.8, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.5762872367781648
5, 0.8500000000000001, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.585202395639436
5, 0.9, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.5941175545007072
5, 0.9500000000000001, 0.05968596738404, 0.24430711693284746, -0.6628702170556853, 0.6030327133619778
10, 0.05, 0.10450507858904771, 0.3232724525675637, -0.7138565531368125, 0.19506143532287215
10, 0.1, 0.09339204431210159, 0.3056011196185341, -0.7102720492373962, 0.26413819673796085
10, 0.15000000000000002, 0.07610304815694788, 0.2758678092075041, -0.7016391878771715, 0.31258871368981067
10, 0.2, 0.0644889226642301, 0.25394669256406965, -0.6925102540910791, 0.3451498541050634
10, 0.25, 0.05492900242052506, 0.23436937176287573, -0.6825049701247894, 0.3619292149432258
10, 0.30000000000000004, 0.04822606185781518, 0.21960433023466358, -0.6733108347568387, 0.36693256870393093
10, 0.35000000000000003, 0.04499144555860163, 0.21211187038589244, -0.6677436390022395, 0.3637937722048625
10, 0.4, 0.04280696084197531, 0.20689843122163906, -0.6630200463353458, 0.356264437365458
