i,CF
17294,-0.6336372171231293
17295,-0.6332355175656068
17296,-0.6337841549895866
17297,-0.6339138564744514
17298,-0.6336751370043123
17299,-0.633450333429688
17300,-0.6330794057330127
17301,-0.6329670363828448
17302,-0.6327241035337572
17303,-0.6322513250955423
17304,-0.6321893339413236
17305,-0.630923306087351
17306,-0.6308337736625708
17307,-0.6293434805387658
17308,-0.6288365509275616
17309,-0.6271063430945152
17310,-0.626648086930992
17311,-0.6244165845985745
17312,-0.6239385683109653
17313,-0.6219627968172651
17314,-0.6217773558583355
17315,-0.6183189359190833
17316,-0.6161434361145187
17317,-0.6104743449449588
17318,-0.6069837117482754
17319,-0.603718240867641
17320,-0.5992400835657087
17321,-0.5925762418274938
17322,-0.5853561084179618
17323,-0.5740798918740311
17324,-0.5632485438159542
17325,-0.5472086215251882
17326,-0.5335455078453694
17327,-0.5160076408257933
17328,-0.5035924729537815
17329,-0.4814039520363488
17330,-0.472966926817161
17331,-0.2654104905100733
17332,-0.19228037383769003
17333,-0.365889195477952
17334,-0.3960925111275846
17335,-0.4231849063437447
17336,-0.4554835263673557
17337,-0.47960110878979945
17338,-0.4967916006179266
17339,-0.5063649155051843
17340,-0.514446557952147
17341,-0.521915421280191
17342,-0.5265288146344533
17343,-0.5309768715287208
17344,-0.5349220501534764
17345,-0.5392158903637788
17346,-0.5422664225583573
17347,-0.5455740197905914
17348,-0.5464878627537664
17349,-0.5480985668460794
17350,-0.5491906600734187
17351,-0.5510855652837159
17352,-0.6265238411520465
17353,-0.6253406188511945
17354,-0.6259031458873885
17355,-0.6252769206591685
17356,-0.6259955507861472
17357,-0.6246774837442811
17358,-0.6248210262575657
17359,-0.624568794061716
17360,-0.6253746858258571
17361,-0.62448209711296
17362,-0.6244529668805842
17363,-0.6238841560171878
17364,-0.6244818917147876
17365,-0.6247259587354482
17366,-0.6261484232673113
17367,-0.6263906409775434
17368,-0.6265330005374684
17369,-0.6273448861689523
17370,-0.6266982253426822
17371,-0.6266365395237902
17372,-0.6255941069908488
17373,-0.6259546938008868
17374,-0.6257932022313915
17375,-0.6267627895556306
17376,-0.6259942876093022
17377,-0.6270537650097805
17378,-0.6261948870702873
17379,-0.6274763895881288
17380,-0.6265226860201976
17381,-0.6275920197478988
17382,-0.6274880234414875
17383,-0.6284336909198398
17384,-0.6278914825063139
17385,-0.6292782304590736
17386,-0.6286817240789191
17387,-0.6296819789732063
17388,-0.6298572808628894
17389,-0.6311965129412925
17390,-0.6309249383138799
17391,-0.6317833656529545
17392,-0.6321137004704245
17393,-0.6328491559408751
17394,-0.6324037234405814
17395,-0.6335706495861991
17396,-0.6325981134590976
17397,-0.6332348408860549
17398,-0.6336053678685263
17399,-0.6343808177708923
17400,-0.6333933802155071
17401,-0.6337246744174496
17402,-0.6340189231556904
17403,-0.6336163697154038
17404,-0.6330680984454917
17405,-0.6323485352504443
17406,-0.6327595806879814
17407,-0.6321537073318542
17408,-0.6315573298852525
17409,-0.6312100466245417
17410,-0.6291697799835084
17411,-0.6289184533781904
17412,-0.627108296599305
17413,-0.6274379737726515
17414,-0.6252240609205356
17415,-0.625015779695484
17416,-0.6231617703935327
17417,-0.6213730405217177
17418,-0.6165781562295818
17419,-0.6151429173562506
17420,-0.6104576489371094
17421,-0.6080691804561862
17422,-0.599188977105332
17423,-0.5944876581725795
17424,-0.5871100144010226
17425,-0.5814804033367892
17426,-0.5717209531641512
17427,-0.5601433979990456
17428,-0.5375485812113079
17429,-0.5193598371627715
17430,-0.5021502831893164
17431,-0.4817535501080081
17432,-0.4636147486254611
17433,-0.4424636260821961
17434,-0.2433927671143427
17435,-0.2925215162764425
17436,-0.23282279168869296
17437,-0.2692230760158145
17438,-0.3075764310255999
17439,-0.34442322760211347
17440,-0.37675748312471247
17441,-0.4745188605908384
17442,-0.49379318152684865
17443,-0.503836774470742
17444,-0.5123225853956792
17445,-0.5191036188388451
17446,-0.5241221328316225
17447,-0.52830558458838806
17448,-0.532341874099843
17449,-0.5367163132032617
17450,-0.5391125234740825
17451,-0.543017995438291
17452,-0.5440436106911958
17453,-0.5466698631265723
17454,-0.5472646754044824
17455,-0.5489920542815466
17456,-0.6258952751778065
17457,-0.6247814046179075
17458,-0.6256420859144797
17459,-0.6253382159211803
17460,-0.6257236442245488
17461,-0.6244911576480892
17462,-0.6251794625156334
17463,-0.6248277754541485
17464,-0.6252018823609272
17465,-0.6240498210234313
17466,-0.6243904050705035
17467,-0.6233245337767885
17468,-0.6242457809627743
17469,-0.6243631344974766
17470,-0.6258240301532215
17471,-0.6259646678486617
17472,-0.6263267998691191
17473,-0.6270124275274139
17474,-0.6268734013570892
17475,-0.6259252429262948
17476,-0.6257600325429926
17477,-0.6256289424013977
17478,-0.6260081112228454
17479,-0.6263666426196466
17480,-0.626131068711573
17481,-0.6264228546501612
17482,-0.6263241239701103
17483,-0.627213127898658
17484,-0.6266641351863375
17485,-0.6275965829123663
17486,-0.6275931810715363
17487,-0.6283449604550873
17488,-0.6285333177662327
17489,-0.6296046517177321
17490,-0.6294803540986278
17491,-0.6298786305301902
17492,-0.630166982813325
17493,-0.6309048817987729
17494,-0.6312443806387333
17495,-0.6313699883489835
17496,-0.6313230910185978
17497,-0.6321157912048971
17498,-0.6323712067844199
17499,-0.6325061702024825
17500,-0.6320827929993112
17501,-0.6326859795375341
17502,-0.6331826846961415
17503,-0.6335986524988206
17504,-0.6331449285195937
17505,-0.6341601549504654
17506,-0.6332486783639519
17507,-0.6336887325355248
17508,-0.6324112891474997
17509,-0.6330915580241462
17510,-0.6326460128821348
17511,-0.6325764324937367
17512,-0.6314097078435843
17513,-0.6305864880268124
17514,-0.6296706487550537
17515,-0.629079099470729
17516,-0.6276393864532155
17517,-0.6269493538855607
17518,-0.6249747220637458
17519,-0.6246044327352961
17520,-0.6222703188229282
17521,-0.6211154957401298
17522,-0.6178987620077387
17523,-0.6152910291873065
17524,-0.6092776170214815
17525,-0.6047632788438887
17526,-0.5998148075295026
17527,-0.5976929652042476
17528,-0.5872932706233859
17529,-0.5792661278453485
17530,-0.5634949998714972
17531,-0.5436862507576158
17532,-0.5200484480168166
17533,-0.5008777519630202
17534,-0.4876637409723272
17535,-0.4615572907190724
17536,-0.4446215495655826
17537,-0.4176789325253728
17538,-0.4127117417965025
17539,-0.22149980985631712
17540,-0.20433803078645815
17541,-0.48819525670462366
17542,-0.49969445987499195
17543,-0.5083047421862654
17544,-0.5160068559791228
17545,-0.5218544294727854
17546,-0.5257574832947187
17547,-0.5293994785407321
17548,-0.5336671648152005
17549,-0.5371069782857909
17550,-0.5397188173966014
17551,-0.5416719489232931
17552,-0.5436692613856838
17553,-0.5441269541117817
17554,-0.5461715872584947
17555,-0.6246625145609053
17556,-0.6251583078796332
17557,-0.6247590584116437
17558,-0.6250447485868982
17559,-0.6237890486451041
17560,-0.6248793904894574
17561,-0.6243842881271112
17562,-0.6247407698713616
17563,-0.6233668566365836
17564,-0.6239181987870559
17565,-0.6228913460405909
17566,-0.6239303677481799
17567,-0.6240520819415571
17568,-0.6250685643297839
17569,-0.6245652081740027
17570,-0.6262514794966867
17571,-0.6261077981472746
17572,-0.6264472313986578
17573,-0.6254274768371436
17574,-0.625854212821816
17575,-0.6248958558493762
17576,-0.6263350608539568
17577,-0.6255463130394732
17578,-0.6261632688424866
17579,-0.62531233927772
17580,-0.6262866031361466
17581,-0.6260217791323401
17582,-0.6273058840661324
17583,-0.6275578245738167
17584,-0.6278954086736174
17585,-0.6281035086094454
17586,-0.6286142379120893
17587,-0.6290299478390442
17588,-0.6289699051718546
17589,-0.6294137201238633
17590,-0.6299421323568647
17591,-0.6308244203607603
17592,-0.630961247175252
17593,-0.6310531610136128
17594,-0.6308967951214739
17595,-0.6320771112389199
17596,-0.6324555179012026
17597,-0.6322642660621471
17598,-0.6320979915992416
17599,-0.6322338497645986
17600,-0.6328754246135028
17601,-0.6333491229605543
17602,-0.6331981946168265
17603,-0.6335972255002617
17604,-0.633042136628052
17605,-0.6342312164722311
17606,-0.6323083684519673
17607,-0.6327175192560084
17608,-0.6320097028960645
17609,-0.6322794017439288
17610,-0.6310195759931376
17611,-0.6308974441855625
17612,-0.6299303362368658
17613,-0.6284509624783051
17614,-0.6274111740719033
17615,-0.6261086005948914
17616,-0.6266731869899987
17617,-0.6247725732367473
17618,-0.6234081845730773
17619,-0.6208309703554554
17620,-0.6155958871783347
17621,-0.6121296257011256
17622,-0.6085957672013811
17623,-0.604798548368554
17624,-0.5985650514712297
17625,-0.5886854351426327
17626,-0.580619694141674
17627,-0.5724690982323521
17628,-0.558846692555737
17629,-0.5077485440074848
17630,-0.4834020109448175
17631,-0.46827529524090306
17632,-0.3907256016066413
17633,-0.3741930796267802
17634,-0.2280043549301507
17635,-0.2305331561491854
17636,-0.232292915335422
17637,-0.47951226380787143
17638,-0.4947279285544478
17639,-0.5039068161474745
17640,-0.5124981887056729
17641,-0.5182427683602167
17642,-0.522090811395453
17643,-0.5267476139640095
17644,-0.5301340006660451
17645,-0.5339602856248328
17646,-0.5363495143023891
17647,-0.5386543671866172
17648,-0.5405346424802155
17649,-0.5422932427952346
17650,-0.5429893845452732
17651,-0.6248482266261661
17652,-0.6245242596291036
17653,-0.6246312662870614
17654,-0.6244478063773321
17655,-0.6244089137268466
17656,-0.6245255453481187
17657,-0.6241157892934602
17658,-0.6240140367922993
17659,-0.6230103483286187
17660,-0.6236054696595715
17661,-0.6229796397215812
17662,-0.6239350608195795
17663,-0.6237306468251416
17664,-0.6248601801424527
17665,-0.6244774806533478
17666,-0.626058048828652
17667,-0.6253143487468414
17668,-0.625776909501236
17669,-0.6249942686574741
17670,-0.6254879708432195
17671,-0.624881611918256
17672,-0.6263806813017888
17673,-0.6252608106143184
17674,-0.6268540865117553
17675,-0.6249840607826523
17676,-0.6264171998479203
17677,-0.6257215654722634
17678,-0.6276175079528121
17679,-0.6269305027914289
17680,-0.6281059428296407
17681,-0.62795301099006
17682,-0.6289669060009065
17683,-0.6283797653367806
17684,-0.6294624970813757
17685,-0.6296635137823584
17686,-0.6306516173559886
17687,-0.6302659003437273
17688,-0.6310481454026815
17689,-0.6307891867330426
17690,-0.6313096748026334
17691,-0.6322518896246208
17692,-0.6328947087438649
17693,-0.6321465127335893
17694,-0.6314927599444691
17695,-0.6318067644483922
17696,-0.6321378689802641
17697,-0.6320210803458169
17698,-0.6320141444267566
17699,-0.6328568552257521
17700,-0.63336903277103
17701,-0.6326670951750687
17702,-0.6321089962364819
17703,-0.6325851457971692
17704,-0.6318419426955953
17705,-0.6319692065302301
17706,-0.6312215020971829
17707,-0.6304954106225028
17708,-0.6294366034660114
17709,-0.6286746563255248
17710,-0.6270917801389576
17711,-0.6261598859561404
17712,-0.6258781182820276
17713,-0.623140301181819
17714,-0.622136816003733
17715,-0.6172797955413452
17716,-0.615202086202891
17717,-0.6107649410489686
17718,-0.6069395061131084
17719,-0.6006417836429228
17720,-0.5966738459964704
17721,-0.5890093374930436
17722,-0.5828410036980273
17723,-0.5659812972789402
17724,-0.5494282518852589
17725,-0.48095017373727866
17726,-0.4551774706598263
17727,-0.42779151268744015
17728,-0.39291355611828344
17729,-0.373656185520702
17730,-0.35592896526873025
17731,-0.469165029761652
17732,-0.4876463268799882
17733,-0.5004093733700711
17734,-0.5088853417235032
17735,-0.5158991904470756
17736,-0.5198503989739844
17737,-0.5236803728710482
17738,-0.5274536989584053
17739,-0.5309157567040862
17740,-0.5331332248596805
17741,-0.5354901932214188
17742,-0.5366525299422318
17743,-0.5388884008985132
17744,-0.6243367752213806
17745,-0.6235371689595633
17746,-0.6242259935305184
17747,-0.6237758092143233
17748,-0.6239665507711307
17749,-0.623479631837803
17750,-0.6231190880109608
17751,-0.6226288309446052
17752,-0.622267411490603
17753,-0.622988439530675
17754,-0.6227872234690058
17755,-0.6240717760544785
17756,-0.6236612847560637
17757,-0.6245428550481743
17758,-0.6247860017442761
17759,-0.6257911889575372
17760,-0.6247687311017027
17761,-0.6253858508878302
17762,-0.624346644096758
17763,-0.6250735541577318
17764,-0.6242018711095401
17765,-0.625687665660407
17766,-0.6246858042850667
17767,-0.6265654538372841
17768,-0.6250640871302018
17769,-0.626548517738065
17770,-0.625561882905054
17771,-0.6274094910239172
17772,-0.6261041080930053
17773,-0.6279465477661722
17774,-0.6267558084592915
17775,-0.6290503959158039
17776,-0.6280523380035948
17777,-0.6297474381040455
17778,-0.6286462670012815
17779,-0.6302569318865019
17780,-0.6293183291802672
17781,-0.6304932713376853
17782,-0.6301514238496453
17783,-0.6312623917499188
17784,-0.6313963131203146
17785,-0.6329764507310024
17786,-0.6320612752813428
17787,-0.6318043454719683
17788,-0.6314243494641041
17789,-0.6318462268342272
17790,-0.6315497136884118
17791,-0.6323865672833763
17792,-0.6315297309060465
17793,-0.6329095703231303
17794,-0.6318101542968613
17795,-0.6330887217216522
17796,-0.6313398299829776
17797,-0.6328491289039635
17798,-0.6319054861360532
17799,-0.6310209397609373
17800,-0.6292592899170354
17801,-0.6295829469955435
17802,-0.6275782677125934
17803,-0.6265718278900736
17804,-0.6259639152272927
17805,-0.6249583028430231
17806,-0.622374824653835
17807,-0.6210706995920705
17808,-0.6165509612239078
17809,-0.6129810823706826
17810,-0.6047480402062692
17811,-0.6036824171012277
17812,-0.5970524869881575
17813,-0.5909717042854428
17814,-0.5771760771495666
17815,-0.567726180874853
17816,-0.5575847409377016
17817,-0.5445033031276565
17818,-0.5069583629524334
17819,-0.4781099282982349
17820,-0.43720126333615794
17821,-0.3991167313697237
17822,-0.3610375942898644
17823,-0.33670861879286085
17824,-0.31445081212094356
17825,-0.2838030701523256
17826,-0.30384947910418136
17827,-0.229637259504706
17828,-0.3973489096346441
17829,-0.4569063948223556
17830,-0.4823764766763688
17831,-0.4976324843604396
17832,-0.5058084412133778
17833,-0.5126653992590684
17834,-0.5171320548585503
17835,-0.5207695736942123
17836,-0.5245413869563142
17837,-0.5276672996113383
17838,-0.529798872757164
17839,-0.5325250621134106
17840,-0.5333100867758601
17841,-0.535502537882966
17842,-0.6238486768434327
17843,-0.6232796116486794
17844,-0.622624828306599
17845,-0.6229755346904106
17846,-0.6230248097196895
17847,-0.6228840848414544
17848,-0.6224718023799312
17849,-0.6220957057134556
17850,-0.6221499095300539
17851,-0.6225831919429938
17852,-0.6230744341800182
17853,-0.623832994710365
17854,-0.6234873509996852
17855,-0.6242553027691256
17856,-0.6241585821779053
17857,-0.6252121620345759
17858,-0.624600011696291
17859,-0.6249318081342241
17860,-0.6239469064717532
17861,-0.6246656418146384
17862,-0.6242532808061262
17863,-0.6253523695494648
17864,-0.6245644127588299
17865,-0.62548182951681
17866,-0.624963537932259
17867,-0.626568196941218
17868,-0.6253849644814377
17869,-0.6266997743983076
17870,-0.6261212003114502
17871,-0.6278336680805131
17872,-0.6273740465890898
17873,-0.6294532583960607
17874,-0.6279378191045656
17875,-0.6297125700777813
17876,-0.628363692983548
17877,-0.6302264129810458
17878,-0.6283726891586252
17879,-0.6308663761264173
17880,-0.6295759410377569
17881,-0.6310186340875213
17882,-0.6309202842761695
17883,-0.6323024536952253
17884,-0.6310798781302505
17885,-0.6321170782518797
17886,-0.6305858721230945
17887,-0.6320393255387895
17888,-0.63083144175954875
17889,-0.6321414700866435
17890,-0.6310303170032872
17891,-0.6320550821631384
17892,-0.6302195529487802
17893,-0.6324131379133464
17894,-0.6312665584288621
17895,-0.6331049235497174
17896,-0.6312684481531663
17897,-0.6311876584920819
17898,-0.628139260948982
17899,-0.6290403684565068
17900,-0.6258485066723788
17901,-0.6264115907554536
17902,-0.6237401458999973
17903,-0.6231800806624683
17904,-0.619858905069071
17905,-0.6180038072443468
17906,-0.6132604847694259
17907,-0.6090803368914962
17908,-0.6043103094715414
17909,-0.6006585813721005
17910,-0.590944577923983
17911,-0.583224244778146
17912,-0.5730176981821039
17913,-0.5612439753998927
17914,-0.5415027870018871
17915,-0.5106555176519696
17916,-0.4958571919757413
17917,-0.4643528395746918
17918,-0.22427358619131335
17919,-0.20369699660477428
17920,-0.4778549903692176
17921,-0.4939700715510018
17922,-0.5033315663714567
17923,-0.509726423887886
17924,-0.5145277367454195
17925,-0.518804621909663
17926,-0.5215350950725631
17927,-0.5242960150702773
17928,-0.5267911383396157
17929,-0.5289703488941582
17930,-0.5300232741033263
17931,-0.5317124549560379
17932,-0.6225500577273481
17933,-0.6218915785289115
17934,-0.622477443007805
17935,-0.6218582071245283
17936,-0.62272058701903
17937,-0.6218815898129403
17938,-0.6217232736320237
17939,-0.6211113724583577
17940,-0.6219589371197132
17941,-0.6227480287337105
17942,-0.6231127254263316
17943,-0.6229110710423039
17944,-0.623439066171324
17945,-0.6240634285678607
17946,-0.624583996713422
17947,-0.6245608330978124
17948,-0.6241424617309347
17949,-0.6234051433911059
17950,-0.623729046824632
17951,-0.6235806265556718
17952,-0.6243275001318132
17953,-0.6245320452716772
17954,-0.6251845752176753
17955,-0.6243081280492699
17956,-0.6252568995574408
17957,-0.6256429964426078
17958,-0.6261881234296393
17959,-0.6257232413536924
17960,-0.6270555336982493
17961,-0.6271856868199066
17962,-0.6287280031594974
17963,-0.6280344230459787
17964,-0.6287983754228933
17965,-0.627769540036911
17966,-0.6290714517879584
17967,-0.6282247550230624
17968,-0.6311041590914646
17969,-0.6287437623515749
17970,-0.6308808074606077
17971,-0.6300307772028826
17972,-0.6325465973334334
17973,-0.6306438671389417
17974,-0.6326120746449542
17975,-0.6309360583025909
17976,-0.6327250256285237
17977,-0.6305740508857578
17978,-0.6323498617792394
17979,-0.6303758961157155
17980,-0.6318078632374321
17981,-0.6301188622668488
17982,-0.6323158445677164
17983,-0.6304253384709412
17984,-0.6320600234017498
17985,-0.630161447998582
17986,-0.6311603290830439
17987,-0.6273661185642218
17988,-0.6279644602780624
17989,-0.6245737922225812
17990,-0.6253203804268497
17991,-0.6214143806819722
17992,-0.6224597538909378
17993,-0.61764032036708
17994,-0.6159816089026046
17995,-0.6104685999166145
17996,-0.605158126877745
17997,-0.5991256614715801
17998,-0.5919244777387952
17999,-0.5856385908700715
18000,-0.5718287168821059
18001,-0.5538536941562331
18002,-0.5341073218413508
18003,-0.5200873619060578
18004,-0.5055190505623335
18005,-0.4967492343843315
18006,-0.27662916904806245
18007,-0.29379181477369576
18008,-0.47431223341655065
18009,-0.48961885284844536
18010,-0.4986481307573713
18011,-0.5056595038099037
18012,-0.5110352352501596
18013,-0.5147409824129919
18014,-0.5186583020149375
18015,-0.5215003117179594
18016,-0.5239888578092267
18017,-0.5258694787317113
18018,-0.526976930019257
18019,-0.6211496427078159
18020,-0.6216139904048564
18021,-0.6213993807832706
18022,-0.6221438861148996
18023,-0.6211030938302775
18024,-0.6217945013719747
18025,-0.6211179977377268
18026,-0.6221053696767146
18027,-0.6222175589240868
18028,-0.6225434764710178
18029,-0.6226494003481018
18030,-0.6232517654119474
18031,-0.6236503454233703
18032,-0.6237726596099519
18033,-0.6240705953897885
18034,-0.6240724204993159
18035,-0.6231737384194812
18036,-0.6227635871026054
18037,-0.6229831931369023
18038,-0.6236467240697713
18039,-0.6241623167406622
18040,-0.6240306403135303
18041,-0.6238816030221173
18042,-0.6246448383433157
18043,-0.625091634688215
18044,-0.6253858697570644
18045,-0.6257009148080898
18046,-0.6267885441098824
18047,-0.6272650542280139
18048,-0.628638212267516
18049,-0.6279597784260521
18050,-0.6281402771440182
18051,-0.6274959551260314
18052,-0.6290036141092175
18053,-0.6285341277173232
18054,-0.6306206719503956
18055,-0.6291787580729941
18056,-0.6311851854364736
18057,-0.6297542215038647
18058,-0.632064793691818
18059,-0.6302243108556534
18060,-0.6325688669854961
18061,-0.6302761609157819
18062,-0.6325874803956156
18063,-0.6301975642642189
18064,-0.6320978149988657
18065,-0.6299580001276107
18066,-0.6318247663164406
18067,-0.6294119912990627
18068,-0.6317359626347359
18069,-0.6295093616222569
18070,-0.6317473224062559
18071,-0.6286731268753525
18072,-0.6299106691918964
18073,-0.6273415156408344
18074,-0.6276469954797335
18075,-0.6236135263612085
18076,-0.6248153924501275
18077,-0.6208843141442515
18078,-0.619697280576583
18079,-0.6145204954884259
18080,-0.613004364701775
18081,-0.6049825376864596
18082,-0.6010613373063224
18083,-0.5938360396730226
18084,-0.5885277892752795
18085,-0.5736010625982861
18086,-0.5551714279655403
18087,-0.5372085123969355
18088,-0.512804728156323
18089,-0.5032846712066134
18090,-0.4981460505716437
18091,-0.2864019746705407
18092,-0.2461916203895116
18093,-0.20515558842302992
18094,-0.20021368604624665
18095,-0.4660394600325419
18096,-0.48300264573507046
18097,-0.4940555796013819
18098,-0.5015736333297139
18099,-0.5084160456797384
18100,-0.5120640808056376
18101,-0.5158488644131628
18102,-0.5175783444059071
18103,-0.520461002452791
18104,-0.5216087843807503
18105,-0.5232362331442239
18106,-0.6206306485813711
18107,-0.6207343570296614
18108,-0.6209780916937102
18109,-0.6213405410193633
18110,-0.6205471191873498
18111,-0.6210426199581236
18112,-0.6208777910489073
18113,-0.6218715608672621
18114,-0.6211559432856595
18115,-0.6217909044371871
18116,-0.6221384508129548
18117,-0.6231796656375117
18118,-0.6228813302244054
18119,-0.623341684250597
18120,-0.6234682655556355
18121,-0.623443483148041
18122,-0.6226430411283904
18123,-0.6224449137463433
18124,-0.6222065981999776
18125,-0.6226700096810026
18126,-0.6233201750666063
18127,-0.6232011988272522
18128,-0.6235932867974269
18129,-0.6239823424979531
18130,-0.6245193355403399
18131,-0.6251325210218869
18132,-0.6251908478489124
18133,-0.6257361230712556
18134,-0.6264080320601065
18135,-0.6277057019138521
18136,-0.6270335036537562
18137,-0.6274638316096791
18138,-0.6272561183061676
18139,-0.6281497388214696
18140,-0.6287177679388799
18141,-0.6301120366855931
18142,-0.6299226404967146
18143,-0.6306218010313325
18144,-0.6304591078530758
18145,-0.6318927725450919
18146,-0.6305951999504793
18147,-0.6316659585484038
18148,-0.6306992309160614
18149,-0.6324893817556192
18150,-0.630668954638365
18151,-0.6315690910283402
18152,-0.6300489592865125
18153,-0.6311724306778413
18154,-0.6293591391934896
18155,-0.6311382719870757
18156,-0.6291899829897917
18157,-0.6303095535749935
18158,-0.6277327465897438
18159,-0.6293848432393132
18160,-0.6272040785097742
18161,-0.6268000482085364
18162,-0.6236084491090836
18163,-0.6228767884889899
18164,-0.6189347965109049
18165,-0.617076849335563
18166,-0.6132882998974704
18167,-0.60982241441157925
18168,-0.6012309522660779
18169,-0.5957643622734179
18170,-0.5857917617984372
18171,-0.5808346427950284
18172,-0.561393015323422
18173,-0.553124731595641
18174,-0.490336496729165
18175,-0.495851016685011
18176,-0.1743464293080901
18177,-0.23503108941286965
18178,-0.1606920562009576
18179,-0.46056990582378554
18180,-0.4746075580188778
18181,-0.4892819176858107
18182,-0.4977101338412015
18183,-0.5044845301013509
18184,-0.5082654627553471
18185,-0.5123678147212556
18186,-0.5143095419071047
18187,-0.5172150893146709
18188,-0.5173660195042125
18189,-0.6204786360172275
18190,-0.6202835645978696
18191,-0.6204816734487957
18192,-0.6203702391261138
18193,-0.6202423458724015
18194,-0.6208609791210696
18195,-0.6211339804348535
18196,-0.6220530364814302
18197,-0.6211442439495891
18198,-0.622234376555844
18199,-0.621763557862102
18200,-0.6229506222285655
18201,-0.6220009045541721
18202,-0.6228785061985765
18203,-0.6223001693420002
18204,-0.6232479607550009
18205,-0.6223685759035981
18206,-0.622514934896387
18207,-0.6221393513884903
18208,-0.6228376753527088
18209,-0.6227132106579363
18210,-0.6228632908255707
18211,-0.6228761960919506
18212,-0.6236302638362314
18213,-0.6240338981046104
18214,-0.624774818617642
18215,-0.6249543377426114
18216,-0.6259704319829514
18217,-0.6261474501818978
18218,-0.6275686721603603
18219,-0.6271972227201679
18220,-0.627653179253227
18221,-0.627732540652529
18222,-0.6287077098208474
18223,-0.6292962982964233
18224,-0.6291356822537845
18225,-0.6298286209328113
18226,-0.6298587873271118
18227,-0.630544489728253
18228,-0.6303873350408405
18229,-0.6309095921446412
18230,-0.6304735883328366
18231,-0.6310025269630635
18232,-0.6311415983013232
18233,-0.6306629422271445
18234,-0.6309365367750147
18235,-0.6302114644781027
18236,-0.6299781057791347
18237,-0.6290098440715638
18238,-0.629288349020487
18239,-0.6286059105277293
18240,-0.6294989579106007
18241,-0.6281775337273594
18242,-0.6279421813140453
18243,-0.6258892072370147
18244,-0.625407723757059
18245,-0.6224314152586325
18246,-0.6205833516569838
18247,-0.6174092467704847
18248,-0.6143114007868185
18249,-0.6086664461862243
18250,-0.6052318649376447
18251,-0.5961355219401906
18252,-0.5895845275154943
18253,-0.5819277925876261
18254,-0.5751107847344141
18255,-0.555393364078625
18256,-0.5201032060470376
18257,-0.4866344512910501
18258,-0.461272060498071
18259,-0.4742645301090611
18260,-0.18444976853899717
18261,-0.4485608316039495
18262,-0.4650803166816904
18263,-0.4854507167516602
18264,-0.4948766562471477
18265,-0.5023685448565165
18266,-0.5054037041938501
18267,-0.5089553896168978
18268,-0.5104276112842158
18269,-0.5123310008693678
18270,-0.6198599056391115
18271,-0.6200894973089907
18272,-0.6199643215173426
18273,-0.6200816331782789
18274,-0.6202121330871359
18275,-0.6203942275130127
18276,-0.6211059686312462
18277,-0.6212248839026604
18278,-0.6216561954536807
18279,-0.6217328689061139
18280,-0.6217040796422421
18281,-0.6222494233188484
18282,-0.6214927062207865
18283,-0.6224692831352292
18284,-0.6217862758367553
18285,-0.6224509263678804
18286,-0.6215777395558604
18287,-0.6223847109349698
18288,-0.6217828632022638
18289,-0.6227580579806272
18290,-0.6226439582396188
18291,-0.622790366176902
18292,-0.6225269248483507
18293,-0.6236276172425863
18294,-0.6237600867133377
18295,-0.6248073889992353
18296,-0.6246810530042972
18297,-0.6251859422449827
18298,-0.625505155782322
18299,-0.6266130787350157
18300,-0.6270287905846545
18301,-0.6272253156120489
18302,-0.6278124908324773
18303,-0.6283358072373099
18304,-0.6283798817492132
18305,-0.6285824505985336
18306,-0.6294286782444761
18307,-0.6289237146198141
18308,-0.629897243608374
18309,-0.6297471913531123
18310,-0.6308748221709742
18311,-0.6295909573064099
18312,-0.6304654676880429
18313,-0.629646815490998
18314,-0.6310502710047226
18315,-0.6299558702771748
18316,-0.6302415841067779
18317,-0.6286721687920009
18318,-0.6290779330811578
18319,-0.6278382639692165
18320,-0.6284443739843304
18321,-0.6278407096689358
18322,-0.626929028823453
18323,-0.6257690451342347
18324,-0.625398011004334
18325,-0.6234223348415399
18326,-0.620081413844121
18327,-0.6187081421102821
18328,-0.6151385721992308
18329,-0.6112778881748844
18330,-0.606275844973167
18331,-0.6013252957145647
18332,-0.5913919353992033
18333,-0.5815720475187992
18334,-0.5778664738274225
18335,-0.5643676998944624
18336,-0.5181084767666269
18337,-0.4564072543031155
18338,-0.35640838799915425
18339,-0.4141888859727754
18340,-0.4821390370241032
18341,-0.4913638488672112
18342,-0.4982621375771133
18343,-0.5008262283138291
18344,-0.5041342279504181
18345,-0.5059462984508237
18346,-0.5080071099654273
18347,-0.5077051352223727
18348,-0.6194292776890687
18349,-0.6198608970667563
18350,-0.6196724621722328
18351,-0.6202334851811508
18352,-0.6204804636761344
18353,-0.6206305326008037
18354,-0.621117916629866
18355,-0.6216541268577206
18356,-0.621954390784776
18357,-0.6216969648965909
18358,-0.6214668942390407
18359,-0.6218041472077517
18360,-0.6217460241527735
18361,-0.6218346926969057
18362,-0.620963048560072
18363,-0.6222873316590711
18364,-0.6213992077966959
18365,-0.6220589776680351
18366,-0.6219058237975215
18367,-0.6227761121515027
18368,-0.6228793159814309
18369,-0.6239152382066375
18370,-0.6238649416596583
18371,-0.6245167885996695
18372,-0.6241453265339347
18373,-0.624770670164096
18374,-0.6255162083231803
18375,-0.6259082799636234
18376,-0.626860987188986
18377,-0.6269431965745238
18378,-0.6274415519573129
