i,CF
405,-0.6584027420449787
406,-0.6589206276128398
407,-0.6595009154758197
408,-0.6600594272548477
409,-0.6603798672117758
410,-0.6605813806400316
411,-0.6605018074137361
412,-0.6604836542863401
413,-0.6607527914733237
414,-0.661115498107311
415,-0.6610958173771675
416,-0.6611363870993417
417,-0.6611754826329159
418,-0.6613135053542483
419,-0.6614743460256551
420,-0.661799739586092
421,-0.6506236673107859
422,-0.650657656830226
423,-0.6509730529202321
424,-0.6511238500217544
425,-0.6514091681554414
426,-0.6513646139945443
427,-0.6516990276891551
428,-0.6519566248536361
429,-0.6523023105942186
430,-0.652054115117351
431,-0.6524384334914218
432,-0.6528883907908549
433,-0.6534862355110589
434,-0.6536007171041155
435,-0.6538718061307687
436,-0.6537671668857458
437,-0.6540933185290527
438,-0.6538150296370554
439,-0.6541680732925672
440,-0.6546495717938949
441,-0.6550635478284904
442,-0.6554097845032286
443,-0.6561597594265478
444,-0.656633430081553
445,-0.6569625814337604
446,-0.6573738388189391
447,-0.6579361638856077
448,-0.6580715498135847
449,-0.6585526248884259
450,-0.6585849540462105
451,-0.6592108435044041
452,-0.6598809499912105
453,-0.6604143347233021
454,-0.6606348542098911
455,-0.66098414370329
456,-0.6612598882135614
457,-0.6612857510363384
458,-0.6612201340440046
459,-0.6612704094936163
460,-0.6615728365897084
461,-0.6614815846673686
462,-0.6615261796431273
463,-0.6618532547106599
464,-0.6622212978006385
465,-0.6622019251223955
466,-0.6514084156750363
467,-0.6511241439322508
468,-0.6512415429634851
469,-0.6514124894759514
470,-0.6516076053134032
471,-0.6520059415161615
472,-0.652064693529638
473,-0.6522553606237261
474,-0.6522889860979918
475,-0.652431643218905
476,-0.6524710787066696
477,-0.6528337724100135
478,-0.6530451017831194
479,-0.6533214196437684
480,-0.6534347252360305
481,-0.6536024777055259
482,-0.6537651769085108
483,-0.6538400206373268
484,-0.6540706756530632
485,-0.6546911350439031
486,-0.6551040529083911
487,-0.6556828748503664
488,-0.6562801222803651
489,-0.6570982386117474
490,-0.6572947261141137
491,-0.657409781163055
492,-0.6574083880335402
493,-0.6576936029633254
494,-0.6581775482018076
495,-0.6587356339043172
496,-0.659207025846486
497,-0.6596909449638564
498,-0.6601718170929234
499,-0.660917371915276
500,-0.6613519833810704
501,-0.6616118808895661
502,-0.6614935197645436
503,-0.6615230323109821
504,-0.6613069760693137
505,-0.661480927674934
506,-0.6614981916552511
507,-0.6615716176282742
508,-0.6619587811804023
509,-0.6619349704139085
510,-0.6621999876891611
511,-0.6625966188701269
512,-0.6515084412730647
513,-0.6513196106552981
514,-0.6513960512946146
515,-0.6514335558657758
516,-0.6515744852680637
517,-0.6516469295390752
518,-0.6519999054674104
519,-0.6521514956355609
520,-0.6523688891476259
521,-0.6525057028148007
522,-0.6524663956079619
523,-0.6524089355228646
524,-0.6525926726489184
525,-0.652904492690073
526,-0.6532887016695554
527,-0.6535125067135692
528,-0.6540235559506536
529,-0.6542302110010128
530,-0.654789912288414
531,-0.6547835868670255
532,-0.6552746478625934
533,-0.655759573461561
534,-0.6562915278089977
535,-0.6565863187386158
536,-0.6574835942961105
537,-0.6576309127139085
538,-0.6576612131737278
539,-0.6580605857679258
540,-0.6586484498256958
541,-0.6588647241132651
542,-0.6591656248567811
543,-0.6596305256498558
544,-0.6605316546575835
545,-0.6611254210919378
546,-0.661438946492186
547,-0.6613345962202236
548,-0.6621022261279584
549,-0.6621388135610808
550,-0.6622896789313938
551,-0.661693259126004
552,-0.6618195452399992
553,-0.6620368717361237
554,-0.6621789603490681
555,-0.6623070262543579
556,-0.6623583597471175
557,-0.6627369945837119
558,-0.663283336867909
559,-0.6638963549244632
560,-0.6512616630591991
561,-0.6516144261900091
562,-0.6517040399017194
563,-0.651756999577542
564,-0.6516560696554384
565,-0.6518232977119234
566,-0.6523373924710766
567,-0.652409027703328
568,-0.6524147325209205
569,-0.6522703468176676
570,-0.6524159075327723
571,-0.652265200329065
572,-0.6524698179056125
573,-0.6526412893219038
574,-0.6528374475604721
575,-0.6531065844123229
576,-0.6535731366157018
577,-0.6535812841860981
578,-0.6538850365479835
579,-0.65433103835511
580,-0.6551659120502759
581,-0.6553872342778139
582,-0.655669099637323
583,-0.65654702611999
584,-0.6571408349592444
585,-0.6575725656332876
586,-0.6579537186826921
587,-0.6579775893719603
588,-0.6580348070106641
589,-0.6581283532314622
590,-0.6584390648925614
591,-0.6588224401715459
592,-0.6594709570021213
593,-0.660355708140283
594,-0.6608673674577055
595,-0.6611383320784839
596,-0.6617821159694547
597,-0.661956852153285
598,-0.6622926553248687
599,-0.6622602989623827
600,-0.6625358580617167
601,-0.6623813865157016
602,-0.6624372096181661
603,-0.6622953148033686
604,-0.6625768642309726
605,-0.66259250368581
606,-0.6625455945478456
607,-0.6629060634616669
608,-0.6635110369638754
609,-0.6641165942765589
610,-0.6515670621108577
611,-0.6517089075626368
612,-0.6518164256771641
613,-0.6518885030467673
614,-0.651916604500842
615,-0.6520352913065648
616,-0.6523450728102109
617,-0.6522732299345168
618,-0.6523959535416343
619,-0.6523028183868622
620,-0.6522313389400507
621,-0.6524672912563364
622,-0.6528056556447264
623,-0.652648248504213
624,-0.6526358305382716
625,-0.6528981789373594
626,-0.653071865693417
627,-0.6537223346055735
628,-0.6543001333024906
629,-0.6547362946685215
630,-0.6553183803636077
631,-0.6556658321271649
632,-0.6560803898071679
633,-0.6565535167249567
634,-0.6570630517309068
635,-0.6574762925238641
636,-0.6578450632771192
637,-0.6579229012979633
638,-0.6580972636351594
639,-0.6583461065190108
640,-0.6587845226875294
641,-0.6592942756913037
642,-0.6593223857360487
643,-0.65986940685455
644,-0.6605503281715734
645,-0.661434841958398
646,-0.6620627203242542
647,-0.6621879333022974
648,-0.6623626174984327
649,-0.6628360509885772
650,-0.6631095075516453
651,-0.6630748659124468
652,-0.6629738124647572
653,-0.6632393912892242
654,-0.6633684316493594
655,-0.663335691985103
656,-0.6635279069955681
657,-0.6636595441919224
658,-0.6635354988867708
659,-0.6641362468173069
660,-0.6646267128668817
661,-0.6516064402136398
662,-0.651291442815523
663,-0.6510769073068056
664,-0.65163930377558
665,-0.6521242494427567
666,-0.6522252606149264
667,-0.6522992943360462
668,-0.6523704484219737
669,-0.6524172012611712
670,-0.65255758441679
671,-0.6528591260715376
672,-0.6529026218353392
673,-0.6529003839169595
674,-0.6527669927169916
675,-0.6526830621573058
676,-0.652760667266503
677,-0.6531290353267052
678,-0.6534243802549727
679,-0.6540409115575615
680,-0.6542841627872368
681,-0.6543439481850578
682,-0.6548008491328912
683,-0.6554689231670139
684,-0.6558495963300599
685,-0.6564947744116206
686,-0.6569240321584434
687,-0.6576657129608652
688,-0.657993281500814
689,-0.6580835831444226
690,-0.6582494659556879
691,-0.6586050034071311
692,-0.6588972822219329
693,-0.6589101595452053
694,-0.6592156192449979
695,-0.6598919520369481
696,-0.6604306887932517
697,-0.6610567845927399
698,-0.6615105146219713
699,-0.6622834530493382
700,-0.6625443455419647
701,-0.6628110512870423
702,-0.6629694199282627
703,-0.663301873937233
704,-0.6637217655723361
705,-0.6637435828042273
706,-0.6638256162299223
707,-0.6641398769150844
708,-0.66412487684598
709,-0.6639680895623794
710,-0.664301856473089
711,-0.6643669032490286
712,-0.6648578212959875
713,-0.6651410430558863
714,-0.6653828494713484
715,-0.6516636766476986
716,-0.6519531730154953
717,-0.652225338740848
718,-0.6520208866220697
719,-0.6523240253408595
720,-0.6522438971049047
721,-0.6522721357756894
722,-0.6523991950692303
723,-0.6526088819090756
724,-0.6526135331027292
725,-0.6526219838210177
726,-0.6525917767983737
727,-0.6525125671811949
728,-0.6530698108430595
729,-0.6531715530715836
730,-0.6532516668839479
731,-0.6533617388912608
732,-0.6535743608067845
733,-0.6537430516457189
734,-0.6543931594968696
735,-0.654773203557449
736,-0.6554623900726179
737,-0.6557308900207938
738,-0.6562499391750314
739,-0.6567490318950943
740,-0.6571906993360304
741,-0.6575746743402899
742,-0.657733781793688
743,-0.6580406455497033
744,-0.658382419201734
745,-0.6585568947253599
746,-0.65920375725712
747,-0.6596646637028747
748,-0.6601814475290326
749,-0.6605322558348318
750,-0.6609573354567111
751,-0.6610885618251519
752,-0.661752329609664
753,-0.662134754475891
754,-0.6624159628881836
755,-0.662621938306119
756,-0.6632073360564525
757,-0.6636198817208235
758,-0.6638154255231679
759,-0.6641936201045023
760,-0.6646346572564985
761,-0.6650695665303196
762,-0.6650268689333506
763,-0.664934691609065
764,-0.6650219046432648
765,-0.6651372072155247
766,-0.6650384008537248
767,-0.665408900371967
768,-0.6656689466649058
769,-0.6660587835937514
770,-0.6523384727465272
771,-0.6521972666072003
772,-0.6519814274883239
773,-0.6516561320725677
774,-0.6514898510253451
775,-0.6517580971597775
776,-0.6522220836627504
777,-0.652665393011926
778,-0.652800945429281
779,-0.6528240203070647
780,-0.6526712391911634
781,-0.6527316467029515
782,-0.6529696522371085
783,-0.6529852897419174
784,-0.6531889816486924
785,-0.653228346904766
786,-0.6530424413127571
787,-0.6532893827907993
788,-0.6535677074352922
789,-0.6540459785803409
790,-0.6544625627848373
791,-0.6550716364553256
792,-0.6554207250981635
793,-0.6556722812235747
794,-0.6559279764871527
795,-0.6566089038791901
796,-0.657086673170244
797,-0.6577142569644497
798,-0.6580243690894892
799,-0.6584704311058532
800,-0.6588648791240665
801,-0.6589185889060215
802,-0.6591426239093321
803,-0.6599783409011736
804,-0.6600402781629459
805,-0.6604114054160851
806,-0.6607226072622285
807,-0.6615597283048242
808,-0.6618988732512671
809,-0.6622434359251064
810,-0.662594379558203
811,-0.6630169648257367
812,-0.6631825479162737
813,-0.6635290202700076
814,-0.6638583763254774
815,-0.6642326318045578
816,-0.6644600963781241
817,-0.6649738246891201
818,-0.6653547291488903
819,-0.6656060634210474
820,-0.6655362725463632
821,-0.6653683686615731
822,-0.6654435197082738
823,-0.6657444376342163
824,-0.6659399735277891
825,-0.666052651471618
826,-0.6661596564642269
827,-0.6665588903568029
828,-0.6520484183506563
829,-0.6519691990632897
830,-0.6521828778506438
831,-0.6522922662897906
832,-0.6525201198813522
833,-0.6524844513477025
834,-0.6527483746049512
835,-0.6528150956086487
836,-0.652831310915673
837,-0.6529553963748684
838,-0.6531981801961005
839,-0.6529566407311278
840,-0.6528106545456439
841,-0.652809827051412
842,-0.6526757895752608
843,-0.6530173523062631
844,-0.6533809574457057
845,-0.6536619149750648
846,-0.6541136818785348
847,-0.6545006065515311
848,-0.6545192305301099
849,-0.6548467746592148
850,-0.6556934417101963
851,-0.6562650493664365
852,-0.6566612088453091
853,-0.6571757356248885
854,-0.6577619808197764
855,-0.6581536219166916
856,-0.6584485901744825
857,-0.6583260388477454
858,-0.6588245760121932
859,-0.6590346663533547
860,-0.6594290724014825
861,-0.6594754686674272
862,-0.660009347962051
863,-0.6606276274751405
864,-0.6614408217401383
865,-0.661688641597159
866,-0.6621399705594722
867,-0.6625040335184529
868,-0.6628211658024298
869,-0.6632208486202952
870,-0.66349124809556
871,-0.6636135226150112
872,-0.6642018198612493
873,-0.6646853784964022
874,-0.66463210369921355
875,-0.6649057499335456
876,-0.665445299035913
877,-0.6659317278461283
878,-0.6662163756188922
879,-0.6660962647639166
880,-0.6661969486216794
881,-0.6662978841000146
882,-0.6666263559420091
883,-0.6663788373697118
884,-0.6667392123650282
885,-0.6669134245508946
886,-0.6670625187460945
887,-0.652063196055767
888,-0.6520724844082701
889,-0.652627389015887
890,-0.6528775341193441
891,-0.6532325219803353
892,-0.6529404388785791
893,-0.6525740756307918
894,-0.6524116598939693
895,-0.6530466954327783
896,-0.653250402569457
897,-0.6533993853275107
898,-0.6535128372685105
899,-0.6538172390075907
900,-0.6535727302522953
901,-0.6533002208795445
902,-0.6530106966256105
903,-0.6532113270395924
904,-0.6534347225360098
905,-0.6537324952006308
906,-0.6539276666458218
907,-0.6544025240690104
908,-0.6546805380218756
909,-0.6554912395158008
910,-0.6561091497634025
911,-0.6566923387398051
912,-0.6568225044830471
913,-0.6573833602378253
914,-0.6577411324390233
915,-0.6580078383313571
916,-0.6582102469346748
917,-0.6586619831010672
918,-0.6588885881809398
919,-0.6594086652389828
920,-0.6596912733466895
921,-0.6599650285034324
922,-0.6603074478314381
923,-0.6605865463487469
924,-0.6607976400904018
925,-0.661201671757183
926,-0.6619499756238927
927,-0.662568758486172
928,-0.6628878481942196
929,-0.6630783298789339
930,-0.6635922915943616
931,-0.6642395723034612
932,-0.6643407192192684
933,-0.664341775055212
934,-0.6648003731801361
935,-0.665265031323101
936,-0.6654260307348447
937,-0.6655752877015633
938,-0.6661030938854627
939,-0.6664817785874133
940,-0.6665780542246208
941,-0.6665297375757927
942,-0.6664796051156416
943,-0.6669822789865005
944,-0.667029720986187
945,-0.6669353744714478
946,-0.6671746179551261
947,-0.6673749602537202
948,-0.6524981292381438
949,-0.6524678242139935
950,-0.6524955652646482
951,-0.6527350900066972
952,-0.652906478613481
953,-0.6532283636632618
954,-0.6535393804456971
955,-0.6539686347533309
956,-0.6538152733357177
957,-0.6539829000066723
958,-0.6538204663210646
959,-0.6537835383133282
960,-0.6538014841911922
961,-0.6539842522150411
962,-0.6537762278782503
963,-0.6536644583910353
964,-0.6531829623826206
965,-0.6535505737844384
966,-0.6535717939947167
967,-0.6539984495243113
968,-0.6545737904119436
969,-0.6550999769430683
970,-0.6557486884843438
971,-0.6562785852579606
972,-0.6565861242412401
973,-0.6573605599511673
974,-0.6578377667046552
975,-0.6584063284098141
976,-0.6587389794683847
977,-0.659123277821082
978,-0.6591868755141229
979,-0.659097286536057
980,-0.6593259453202888
981,-0.6597054728408794
982,-0.6599445538258308
983,-0.6603311105487725
984,-0.6606228823255268
985,-0.6610938500668823
986,-0.6617047375278534
987,-0.6622658803782303
988,-0.6625609387686399
989,-0.6629098564735707
990,-0.6635167271104958
991,-0.6637899862509699
992,-0.6638731056595889
993,-0.6644436003981201
994,-0.6647696511004982
995,-0.6653043953104799
996,-0.6654695249888836
997,-0.665636199172557
998,-0.6657542860330289
999,-0.6663478846616874
1000,-0.6667412917622838
1001,-0.6670575250373745
1002,-0.6672918956226688
1003,-0.6672459274654069
1004,-0.6670745979039803
1005,-0.6674788418532972
1006,-0.6676188798685728
1007,-0.667553245293934
1008,-0.6676777295281899
1009,-0.6677141971480195
1010,-0.6675210240941184
1011,-0.6527052166427105
1012,-0.6528051704034994
1013,-0.652627482684053
1014,-0.6526687638654358
1015,-0.6528523316376484
1016,-0.6536502225884628
1017,-0.6538497833663462
1018,-0.6541873522464356
1019,-0.6543162330995148
1020,-0.6541650967693674
1021,-0.6540648127057621
1022,-0.6540231430343447
1023,-0.6541564392868655
1024,-0.6542101108431888
1025,-0.6542971690814386
1026,-0.6543941464374086
1027,-0.654145611251897
1028,-0.653948874757657
1029,-0.6538831107816323
1030,-0.6543613952304881
1031,-0.6543672009446273
1032,-0.6550608613441289
1033,-0.6549706151546145
1034,-0.6553406804603797
1035,-0.6562342892639885
1036,-0.6570096237837458
1037,-0.6574193822955258
1038,-0.6580498200402626
1039,-0.6584246914330291
1040,-0.6588212767731418
1041,-0.6593532363811375
1042,-0.6594158317186446
1043,-0.6591869235821329
1044,-0.6595497080920196
1045,-0.660228927520738
1046,-0.6605028046585812
1047,-0.6608349900674396
1048,-0.6610723431585194
1049,-0.6616209856649822
1050,-0.6616154183309586
1051,-0.6616670322893451
1052,-0.662161631152023
1053,-0.6625373386978683
1054,-0.6630231104948793
1055,-0.6634645657510796
1056,-0.6637555740693727
1057,-0.6644090209757738
1058,-0.6647594952378508
1059,-0.6649885411300991
1060,-0.6653895877896494
1061,-0.6656132844395043
1062,-0.6657777211370915
1063,-0.6660419690868193
1064,-0.666636113523086
1065,-0.6671706790419589
1066,-0.6674171842190472
1067,-0.66753805815423
1068,-0.6676234547880086
1069,-0.6677163534194551
1070,-0.6678819593067817
1071,-0.6680155388851705
1072,-0.6678102628730985
1073,-0.6675390257992609
1074,-0.6680623630528605
1075,-0.668371406238499
1076,-0.6532808414504787
1077,-0.653227573064879
1078,-0.6533964396637555
1079,-0.6533251288239919
1080,-0.6534261926992239
1081,-0.6532793338396251
1082,-0.6537691522424556
1083,-0.6542136803981684
1084,-0.6544047648454919
1085,-0.6546958192410179
1086,-0.654998155890188
1087,-0.655200447555198
1088,-0.6549727042775016
1089,-0.6545982105942157
1090,-0.6546876738991131
1091,-0.6545367396410334
1092,-0.6544619935108328
1093,-0.654567424025223
1094,-0.6545399489459046
1095,-0.6546142267620211
1096,-0.6548576042773289
1097,-0.6550574389955975
1098,-0.6555099604583154
1099,-0.6556953180806347
1100,-0.656453926562416
1101,-0.6570297563566481
1102,-0.6575535764485714
1103,-0.6579167017388516
1104,-0.6583456219857937
1105,-0.6588536886943085
1106,-0.6593959833532608
1107,-0.6601149874360543
1108,-0.6605291253706573
1109,-0.6608689556822811
1110,-0.6608590740395036
1111,-0.6608655488365957
1112,-0.6609902791208447
1113,-0.661484275574887
1114,-0.6618658771522928
1115,-0.6622740822527147
1116,-0.6622539509861692
1117,-0.6625806773763402
1118,-0.6628559785946985
1119,-0.6630185745570566
1120,-0.6635404081134173
1121,-0.6641021041311176
1122,-0.6641449777340629
1123,-0.6645451573566667
1124,-0.6649646425752413
1125,-0.6655012318758993
1126,-0.6658588912957173
1127,-0.666056229677582
1128,-0.6663807797034694
1129,-0.666728327643283
1130,-0.6670437746619351
1131,-0.667569043466023
1132,-0.6678584251611402
1133,-0.6679768337727219
1134,-0.6683661685912269
1135,-0.6682889951575357
1136,-0.6682986800013024
1137,-0.6683327593598295
1138,-0.6683478192339816
1139,-0.6684010277531351
1140,-0.6681964011760908
1141,-0.6681155696788575
1142,-0.6531365952908007
1143,-0.6529250311223095
1144,-0.6531234275515762
1145,-0.6536338057574731
1146,-0.6536936958621137
1147,-0.6538105672724382
1148,-0.6540328684824974
1149,-0.6543555767728574
1150,-0.654807653344145
1151,-0.6551359090240925
1152,-0.6552662446401601
1153,-0.6551758688491646
1154,-0.6550477991497152
1155,-0.655156446714497
1156,-0.6551187913930118
1157,-0.6551373723656825
1158,-0.6552162380497633
1159,-0.6552251757595676
1160,-0.655016515405847
1161,-0.6549751253948977
1162,-0.655272316231889
