i,DistNW
757,234.16914568759375
758,234.0795750507869
759,234.0275817034246
760,234.0131857059726
761,234.03638899543304
762,234.09717537665864
763,234.1955105573205
764,234.33134222632833
765,234.50460017528812
766,234.71519646230587
767,234.96302561724946
768,235.24796488731724
769,235.56987452159677
770,239.79431528472284
771,239.0102310076615
772,238.26067367587575
773,237.54596577542594
774,236.86641838258765
775,236.2223305303355
776,235.6139885866014
777,235.04166564702857
778,234.50562094501788
779,234.00609928182968
780,233.5433304794443
781,233.117528858962
782,232.72889274709618
783,232.3776040133387
784,232.0638276402379
785,231.787711329063
786,231.54938514300258
787,231.348961189851
788,231.18653334598267
789,231.06217702311935
790,230.9759489792474
791,230.88089567485443
792,230.6314527036015
793,230.42002263839655
794,230.24670541150616
795,230.11158233651534
796,230.0147159033202
797,229.95614961897803
798,229.93590789529333
799,229.95399598382687
800,230.01039995871554
801,230.1050867473922
802,230.23800420900994
803,230.40908126019696
804,230.61822804730448
805,230.86533616427423
806,231.15027891479593
807,231.4729116173167
808,231.83307195115728
809,232.23058034185547
810,231.95148912521762
811,231.70924561557428
812,231.50479209902406
813,231.33822379132218
814,231.20961757531492
815,231.119031808727
816,231.0665061766925
817,231.05206158981005
818,231.07570012835018
819,231.13740503295043
820,231.2371407418197
821,231.37485297426548
822,231.55046886007378
823,231.76389711398244
824,232.0150282542854
825,232.3037348643248
826,232.6298718953915
827,232.99327700937974
828,237.76657493074663
829,236.93855096129832
830,236.14506949018391
831,235.38647546694136
832,234.66310282874474
833,233.97527382163094
834,233.32329833066956
835,232.70747322197772
836,232.1280816995332
837,231.5853926797839
838,231.07966018705392
839,230.61112277269586
840,230.18000296094218
841,229.7865067242998
842,229.43082299126988
843,229.11312318900468
844,228.83356082345057
845,228.5922710992753
846,228.3893705817195
847,228.2249569023501
848,228.09910851033231
849,228.01188447076393
850,227.92851816046883
851,227.67595810490275
852,227.4619004919994
853,227.28644926132876
854,227.14968900885103
855,227.05168476819443
856,226.99248184080676
857,226.97210567596463
858,226.9905618013689
859,227.0478358047446
860,227.14389336656788
861,227.2786803437057
862,227.4521229035059
863,227.66412770752063
864,227.91458214379722
865,228.20335460635738
866,228.53029482027094
867,228.89523421041173
868,229.284343299266
869,229.0009418827055
870,228.75569711660845
871,228.5487268129694
872,228.3801299914711
873,228.24998662806604
874,228.1583574499849
875,228.10528377838824
876,228.0907874195976
877,228.1148706055105
878,228.17751598362264
879,228.27868665664474
880,228.418326271552
881,228.59635915750366
882,228.8126905118501
883,229.06720663312703
884,229.3597751997094
885,229.69024559250653
886,230.05844925987688
887,236.7000283775901
888,235.79591714597746
889,234.92338892203335
890,234.08539003858596
891,233.28228820929075
892,232.51444061043702
893,231.7821931579491
894,231.08587979006586
895,230.4258217587645
896,229.80232693304166
897,229.21568911728048
898,228.6661873879131
899,228.15408545160832
900,227.67963102822964
901,227.2430552617279
902,226.8445721620861
903,226.4843780813091
904,226.16265122636463
905,225.87955121178544
906,225.63521865449425
907,225.42977481318795
908,225.2633212743697
909,225.1359396869338
910,225.04769154684857
911,224.97630759212063
912,224.72054685895125
913,224.50379072438713
914,224.32614734910112
915,224.1877047873107
916,224.0885307532507
917,224.02867243976632
918,224.0081563901081
919,224.02698842375617
920,224.0851536167104
921,224.1826163363737
922,224.3193203308278
923,224.49518887195083
924,224.7101249515219
925,224.96401152912
926,225.25671183030184
927,225.58806969335038
928,225.95790996244978
929,226.33751450252666
930,226.05053944727572
931,225.80221321359127
932,225.59265835032332
933,225.42197788304847
934,225.29025504577876
935,225.19755306214103
936,225.14391497738285
937,225.12936354219335
938,225.1539011490299
939,225.21750982140495
940,225.32015125612108
941,225.46176691827117
942,225.64227818841027
943,225.86158656098868
944,226.11957389291265
945,226.41610270072965
946,226.75101650467806
947,227.12414021762197
948,234.80113811744388
949,233.87345625863375
950,232.9662322933343
951,232.08314515966433
952,231.23493474858884
953,230.42198176970152
954,229.64465618548397
955,228.9033164477117
956,228.19830873903004
957,227.52996622301373
958,226.89860830606924
959,226.30453991462295
960,225.74805079110956
961,225.22941481223648
962,224.7488893330442
963,224.30671456021133
964,223.9031129579692
965,223.5382886899447
966,223.21242710001889
967,222.92569423523923
968,222.67823641352578
969,222.47017983875972
970,222.3016302655551
971,222.17267271573442
972,222.08337124828267
973,222.02427682925682
974,221.76522850918963
975,221.5457000523861
976,221.36580406877312
977,221.22563225860765
978,221.12525516289924
979,221.06472196949528
980,221.04406037598758
981,221.06327651036952
982,221.12235490989224
983,221.2212585582958
984,221.35992898118027
985,221.53828639888468
986,221.75622993600754
987,222.01363788615302
988,222.31036803038754
989,222.64625800734333
990,223.0211257328397
991,223.39093858268134
992,223.1002938459261
993,222.84880276762135
994,222.63659288702738
995,222.46377145110563
996,222.33042512796308
997,222.23661977309666
998,222.1824002498564
999,222.1677903052503
1000,222.19279250186128
1001,222.25738820631585
1002,222.3615376343609
1003,222.50517995230544
1004,222.68823343416759
1005,222.9105956735984
1006,223.1721438492429
1007,223.47273504194206
1008,223.81220660188458
1009,224.19037656344562
1010,224.60704410534203
1011,233.96911108914807
1012,232.9622455559638
1013,231.98915344973307
1014,231.0502571192764
1015,230.13985488107588
1016,229.2459588956404
1017,228.38729231571523
1018,227.5642494362225
1019,226.77721359606073
1020,226.02655637128723
1021,225.31263677288757
1022,224.63580045265223
1023,223.9963789208121
1024,223.3946887791299
1025,222.83103097326673
1026,222.3056900681583
1027,221.81893355027435
1028,221.37101116044585
1029,220.96215426099332
1030,220.59257524070546
1031,220.26246696111093
1032,219.97200224729534
1033,219.72133342631548
1034,219.51059191601132
1035,219.33988786673885
1036,219.20930985829682
1037,219.11892465388172
1038,219.06877701271839
1039,218.8100130965101
1040,218.58763553835578
1041,218.40542403445141
1042,218.2634741317214
1043,218.1618593541788
1044,218.1006309954245
1045,218.07981797194935
1046,218.0994267381594
1047,218.15944126370576
1048,218.25982307323298
1049,218.40051134835397
1050,218.58142309113654
1051,218.80245334810303
1052,219.06347549328308
1053,219.36434156853994
1054,219.70488267903897
1055,220.08490944137964
1056,220.44463201625118
1057,220.1502177324041
1058,219.89547509813445
1059,219.68053691379356
1060,219.50551487781783
1061,219.37049928045255
1062,219.27555875379971
1063,219.22074007977977
1064,219.2060680572702
1065,219.23154542921645
1066,219.29715287022503
1067,219.40284903471346
1068,219.54857066533097
1069,219.7342327609127
1070,219.9597288029877
1071,220.22493103933473
1072,220.5296908228558
1073,220.87383900368252
1074,221.25718637203218
1075,221.67952414922826
1076,232.23741557037624
1077,231.18480303566824
1078,230.16582832076486
1079,229.18093571475333
1080,228.23056202384012
1081,227.3151357501993
1082,226.4119510203446
1083,225.5425752591214
1084,224.70919541918704
1085,223.91220883876952
1086,223.1520008400106
1087,222.42894388000394
1088,221.7433967094652
1089,221.09570354299603
1090,220.48619324491582
1091,219.91517853479758
1092,219.38295521678097
1093,218.8898014368266
1094,218.4359769719653
1095,218.0217225555859
1096,217.64725924264684
1097,217.3127878185574
1098,217.0184882553222
1099,216.76451921824176
1100,216.55101762629008
1101,216.3780982689129
1102,216.24585348171132
1103,216.15435288312153
1104,216.10364317377244
1105,215.85491119325343
1106,215.62960461390662
1107,215.44501209554085
1108,215.3012332463267
1109,215.1983447403849
1110,215.13640009559205
1111,215.11542951641437
1112,215.13543980286715
1113,215.19641432613204
1114,215.29831307108765
1115,215.4410727454176
1116,215.6246069546006
1117,215.84880644162084
1118,216.11353938985172
1119,216.41865178710677
1120,216.763967848538
1121,217.14929049566868
1122,217.49861215372113
1123,217.20032442966385
1124,216.9422400140812
1125,216.7244972575665
1126,216.54721255596155
1127,216.4104800226794
1128,216.31437122119127
1129,216.25893495946917
1130,216.24419714767723
1131,216.2701607200959
1132,216.33680562176735
1133,216.44408885996666
1134,216.59194462016572
1135,216.78028444574878
1136,217.0089974802879
1137,217.27795077082152
1138,217.58698963022175
1139,217.93593805625895
1140,218.32459920483305
1141,218.75275591432697
1142,231.5496852007332
1143,230.5432664818172
1144,229.47025920110076
1145,228.40496204200653
1146,227.373599522771
1147,226.3766310199315
1148,225.41450841729784
1149,224.48767524276198
1150,223.58124840343177
1151,222.70090171672052
1152,221.85692918061397
1153,221.04974279032066
1154,220.27974227139848
1155,219.54731418091288
1156,218.8528310156619
1157,218.1966503316885
1158,217.57911387946513
1159,217.0005467591119
1160,216.46125660017935
1161,215.96153277043817
1162,215.50164561816112
1163,215.08184575224016
1164,214.70236336444276
1165,214.36340759787535
1166,214.06516596558677
1167,213.8078038229386
1168,213.59146389716483
1169,213.41626587711713
1170,213.28230606594104
1171,213.18965709895988
1172,213.13836772866458
1173,212.89993394004944
1174,212.6716151055512
1175,212.4845733531441
1176,212.33891258191173
1177,212.23471279501936
1178,212.17202986152844
1179,212.15089534790397
1180,212.17131642032868
1181,212.2332758185082
1182,212.33673190118054
1183,212.48161876299497
1184,212.66784642197268
1185,212.8953010762917
1186,213.16384542867698
1187,213.4733190761938
1188,213.82353896288384
1189,214.21429989226914
1190,214.55289727931847
1191,214.2506279758485
1192,213.9891078476513
1193,213.76848110477195
1194,213.58886910351677
1195,213.45036999556436
1196,213.35305844142198
1197,213.29698539015862
1198,213.28217792686576
1199,213.30863918894565
1200,213.37634835169695
1201,213.48526068341306
1202,213.6353076695406
1203,213.82639720512492
1204,214.05841385422525
1205,214.33121917457711
1206,214.6446521054005
1207,214.99852941573747
1208,215.3926462105077
1209,215.82677649098295
1210,216.30067376618825
1211,229.79321128355656
1212,228.76462950944503
1213,227.74597361634508
1214,226.70803447915628
1215,225.62976274022316
1216,224.58572495672078
1217,223.57639622815958
1218,222.60224416659972
1219,221.66372798910885
1220,220.75398793800437
1221,219.86239948647776
1222,219.0075694710196
1223,218.18992523837713
1224,217.40988161267646
1225,216.66783994333758
1226,215.96418715931878
1227,215.29929483432144
1228,214.67351826755524
1229,214.08719558493024
1230,213.5406468655091
1231,213.034173298096
1232,212.5680563728058
1233,212.1425571124268
1234,211.75791534820667
1235,211.4143490445753
1236,211.1120536770841
1237,210.85120166756784
1238,210.6319418802471
1239,210.45439918214382
1240,210.31867407073977
1241,210.22484237144624
1242,210.1729550069869
1243,209.9450969330954
1244,209.71367911400344
1245,209.5241170326254
1246,209.37651912502662
1247,209.27096891516587
1248,209.20752475934947
1249,209.18621966539328
1250,209.20706118772156
1251,209.2700313992043
1252,209.37508693989017
1253,209.5221591423371
1254,209.71115423262665
1255,209.94195360572022
1256,210.21441417318738
1257,210.5283687809743
1258,210.8836266943018
1259,211.27997414649752
1260,211.60751051068962
1261,211.30114701440067
1262,211.036093335849
1263,210.8124998754321
1264,210.6304932315609
1265,210.49017582455284
1266,210.39162558942365
1267,210.33489573961722
1268,210.32001460338086
1269,210.34698553386892
1270,210.41578689362936
1271,210.5263721136061
1272,210.67866982622152
1273,210.87258407163702
1274,211.10799457578412
1275,211.38475709826622
1276,211.702703847744
1277,212.06164396206862
1278,212.4613640498821
1279,212.90162879024317
1280,213.38218158632105
1281,228.06563396775448
1282,227.00920451829487
1283,225.98408674623792
1284,224.95290901665956
1285,223.95092249663543
1286,222.85937714270833
1287,221.80236741527628
1288,220.78038480243862
1289,219.79391332717427
1290,218.84342859302907
1291,217.92939681348327
1292,217.027191619446
1293,216.16122984574397
1294,215.33286032218444
1295,214.5425137069714
1296,213.79060687542122
1297,213.0775419164881
1298,212.40370513969148
1299,211.76946609750627
1300,211.17517662843815
1301,210.62116992602944
1302,210.10775963914813
1303,209.63523900881646
1304,209.20388004683974
1305,208.81393276131115
1306,208.4656244339388
1307,208.15915895389455
1308,207.8947162125841
1309,207.67245156344896
1310,207.49249535045433
1311,207.35495250859003
1312,207.25990223913345
1313,207.2073977620179
1314,206.99040487788372
1315,206.7557976385221
1316,206.5636410838422
1317,206.4140484507837
1318,206.30710698981056
1319,206.24287769046808
1320,206.22139508709589
1321,206.2426671460865
1322,206.30667523554635
1323,206.41337417756847
1324,206.56269238273055
1325,206.75453206589202
1326,206.98876954172397
1327,207.26525559784292
1328,207.58381594297933
1329,207.94425172695372
1330,208.34634012892772
1331,208.66246452892526
1332,208.35188948645612
1333,208.08320027999696
1334,207.85655385479095
1335,207.67208235317614
1336,207.52989271109712
1337,207.43006632837995
1338,207.3726588151004
1339,207.35769981583988
1340,207.38519291310044
1341,207.45511561058265
1342,207.56741939640983
1343,207.72202988593492
1344,207.91884704302922
1345,208.15774547835977
1346,208.43857482253586
1347,208.76116017148405
1348,209.12530260106942
1349,209.53077974732085
1350,209.977346448478
1351,210.46473544450538
1352,210.99265812959726
1353,227.53967641818704
1354,226.4026421164789
1355,225.2991810599506
1356,224.2297845144645
1357,223.19493769755647
1358,222.16424190013782
1359,221.15535193834836
1360,220.0939968033805
1361,219.0237089370351
1362,217.98876913647678
1363,216.98967855181934
1364,216.0269299060016
1365,215.10100647232701
