i,WPSS
1,0.8275997869405781
2,0.8143228776633024
3,0.8273204064939845
4,0.8275640202025639
5,0.8276781920759115
6,0.828004276313847
7,0.828008727498063
8,0.8282168035972881
9,0.7822339738865921
10,0.8279081725094086
11,0.8279046154396426
12,0.8280963635994828
13,0.8280953820034357
14,0.8283790099970905
15,0.828524824560361
16,0.8152890876327348
17,0.8284724614973172
18,0.828681537057165
19,0.8155725767600329
20,0.814179389289353
21,0.8142361393957454
22,0.8275492960140538
23,0.8277237749159059
24,0.8277334042569275
25,0.8147497984686303
26,0.8281629894255085
27,0.8286411261464887
28,0.8288337824152319
29,0.8288786634667534
30,0.8289281818114453
31,0.8157111318624568
32,0.8156880213441371
33,0.8290949545339638
34,0.8292264059064338
35,0.8147418948423099
36,0.8147406968126331
37,0.814606134730257
38,0.8278488513067097
39,0.8276579362778591
40,0.8144798284292486
41,0.8278241810973405
42,0.8279897555720723
43,0.828073188204991
44,0.8282350386928355
45,0.8284893831071248
46,0.8287892522669535
47,0.8290453190262134
48,0.8295070675397137
49,0.8296463583206548
50,0.8296032555713102
51,0.8295117808027008
52,0.8296343117640873
53,0.829648932278344
54,0.8283750831687707
55,0.828390889799562
56,0.828470553293012
57,0.8150956937911635
58,0.8151124110181588
59,0.8150354910472409
60,0.8149475107492328
61,0.8280950957435717
62,0.8145958922848341
63,0.8278631747279928
64,0.8278718497573108
65,0.827939400251991
66,0.8281837195600896
67,0.8152183671273266
68,0.8289339545531491
69,0.815978997006907
70,0.8295481806713951
71,0.8164277114490427
72,0.8165497872336083
73,0.8167017071527045
74,0.8165885272763376
75,0.7710776054807389
76,0.8300180334411368
77,0.8168286361365473
78,0.8150864688746468
79,0.8286410032890656
80,0.8153602036468682
81,0.8286176079588665
82,0.8154398985846959
83,0.8287159568685407
84,0.8155131644362195
85,0.8153064608140185
86,0.8151756196073288
87,0.8282985785589915
88,0.8283882982078049
89,0.8282942047792228
90,0.8152225033983416
91,0.8286052358390164
92,0.828813709284931
93,0.8158136633159458
94,0.8293777717073465
95,0.8296333989279212
96,0.829884639395796
97,0.830006153051809
98,0.8168428197520683
99,0.8036144252539952
100,0.8170999645470832
101,0.8171944974004872
102,0.81713459309594
103,0.8304405445199288
104,0.828255140365053
105,0.8151926502857786
106,0.8153959511176126
107,0.828799480423684
108,0.8287691165950605
109,0.8290690526167854
110,0.8156925572605425
111,0.8158191801292705
112,0.8156612754296415
113,0.815766410754217
114,0.8289574363975832
115,0.8155644560946006
116,0.8287351413793743
117,0.8289154227394496
118,0.8290809973773219
119,0.8293121724894164
120,0.8161695140183246
121,0.8165863508248179
122,0.8165647018177359
123,0.816680326922616
124,0.8168064680056771
125,0.8038072492741389
126,0.8039634102734783
127,0.8040947642031038
128,0.8173494634318508
129,0.8174779268684208
130,0.8308888449211675
131,0.8147671848026563
132,0.8149864008091281
133,0.8152280679696683
134,0.828819764477079
135,0.8156034289360687
136,0.8291275460206657
137,0.8157923303147359
138,0.8159127218224871
139,0.8159211901685602
140,0.8293775735958403
141,0.8160158772867497
142,0.8161257314841058
143,0.8294406459746755
144,0.7840827631374832
145,0.8163774972952277
146,0.8297970071179696
147,0.816511275029741
148,0.8300030834106038
149,0.8033043460378348
150,0.8036061005358038
151,0.8168546197435775
152,0.8304187381965146
153,0.8172134919124805
154,0.8041298923678316
155,0.8043479720627693
156,0.8178981128764706
157,0.8311975254832389
158,0.8312449098516886
159,0.8180742046871492
160,0.818480123107599
161,0.82793959912060755
162,0.8282541267806423
163,0.8284196220766744
164,0.8152642036183073
165,0.8155082138907632
166,0.8290406498597632
167,0.8292756635720006
168,0.8295358768202948
169,0.8295211941590761
170,0.8161907465928021
171,0.8296818540866483
172,0.8165104873717466
173,0.8301137560124381
174,0.8300197198864021
175,0.8167859849608242
176,0.8301386695991189
177,0.8303092225648004
178,0.8169293992301646
179,0.7714222111407646
180,0.8037043026745189
181,0.8038563623711721
182,0.8172823802472825
183,0.8174279379572956
184,0.8174907377436323
185,0.8179334869139815
186,0.818015445422046
187,0.8315960446945242
188,0.818401536315789
189,0.818804668645033
190,0.8188012245622287
191,0.818891231357905
192,0.8144190530211638
193,0.8279766714625153
194,0.828375278305153
195,0.81521123115823
196,0.815514694160594
197,0.8156948548183212
198,0.7836660644932876
199,0.8161346263523669
200,0.8163658914327203
201,0.8165821460245147
202,0.8165726586555774
203,0.8299346560423313
204,0.8166923437088031
205,0.830183334960182
206,0.83042498260687
207,0.8171432904017296
208,0.8173227254990018
209,0.817525679484256
210,0.8175981626631232
211,0.8177039747416021
212,0.8042767512983949
213,0.8041477670405228
214,0.8307493662270609
215,0.8176457736383453
216,0.831232029601374
217,0.8313227093173026
218,0.8182389967507638
219,0.8184024049188603
220,0.7866265039945731
221,0.8191384025333946
222,0.8193055802576114
223,0.8193045066947365
224,0.8196052775232738
225,0.8197456997480963
226,0.7823888839048456
227,0.8281243603902197
228,0.8149678056293765
229,0.8151636849228563
230,0.8155367027319829
231,0.7703154178534042
232,0.8294025888375328
233,0.8295551812180305
234,0.8163502881846987
235,0.8299771637348763
236,0.8169324186134597
237,0.8303478527840362
238,0.8304573508617926
239,0.817201127980545
240,0.8173047368685322
241,0.8174277856376648
242,0.8175177630316185
243,0.8175186977277283
244,0.8177921742006284
245,0.8044159136007628
246,0.804488262741039
247,0.8177843877457962
248,0.8178456035771052
249,0.817910795309641
250,0.8314768787069825
251,0.8316164723446587
252,0.8183262901829222
253,0.8185199654724676
254,0.8188687697313872
255,0.819149078845732
256,0.8194578632653493
257,0.8197279444678855
258,0.8198052165487203
259,0.8199403927506563
260,0.8334775514201916
261,0.8275608893929178
262,0.8278274118669359
263,0.82804855067402
264,0.8282938755686499
265,0.8151216136306325
266,0.8154696169265294
267,0.829218572335686
268,0.8296973476558598
269,0.8299557269479284
270,0.8301997377727516
271,0.830207655151692
272,0.8303711551807009
273,0.8172376894714796
274,0.8307556118780807
275,0.8174144274153038
276,0.8174613509215458
277,0.8176473276001732
278,0.831049220078248
279,0.8178479438027665
280,0.817971782863458
281,0.8048065811224173
282,0.8048995117062453
283,0.8049800358747649
284,0.8182417475048587
285,0.8183725481189232
286,0.8185704127503901
287,0.8320926643693142
288,0.8188309768713855
289,0.8188142012667055
290,0.8190115600434379
291,0.8194956261711354
292,0.81967093177794
293,0.819921548425204
294,0.820032778021496
295,0.8202201548087372
296,0.7748214880426907
297,0.8206992111545719
298,0.8276167004047131
299,0.827798657317431
300,0.8279277515620083
301,0.8282212342763651
302,0.828550482740925
303,0.8288531064092176
304,0.8157745896621513
305,0.8160839985800684
306,0.8299035358864161
307,0.8299182416868519
308,0.8301925243359658
309,0.8303154725657798
310,0.8306220388693349
311,0.8308327546371674
312,0.8176550127433375
313,0.8177902453039421
314,0.81791519219567
315,0.8180643234638018
316,0.8181193748575454
317,0.8181401157264648
318,0.8048904692431753
319,0.7915418545006265
320,0.8050555884418407
321,0.8185305520081979
322,0.8187288463352443
323,0.8188321121127614
324,0.8324114250067722
325,0.7736885886033092
326,0.8191764382706368
327,0.8193544741299402
328,0.8194079500671537
329,0.8198145615280027
330,0.8199711999436722
331,0.8203059836211936
332,0.8204644568673402
333,0.8206736482336197
334,0.8208056709347071
335,0.821153181577443
336,0.8210362599756081
337,0.8276462910085385
338,0.827729451348001
339,0.8279621834566346
340,0.8281086355693573
341,0.7827193963434373
342,0.8286124424101211
343,0.8289752979170535
344,0.829222933957068
345,0.8294154609077696
346,0.8164573035909588
347,0.8301102900823343
348,0.8303717961026116
349,0.8305573612337456
350,0.8306901484321885
351,0.8308721289556642
352,0.8311052203591982
353,0.8177956979670958
354,0.8180033129351361
355,0.8181375642820153
356,0.8183134462027866
357,0.8183772979920438
358,0.8185493417170343
359,0.8185671422869456
360,0.805322341472379
361,0.8056511336948168
362,0.8191472006775259
363,0.819177828646184
364,0.8193512211902283
365,0.8328703714704632
366,0.819748576135169
367,0.8197769575850753
368,0.8197622607666499
369,0.8198947280518797
370,0.8336265148805139
371,0.8205038695601861
372,0.8207909460381089
373,0.8210593838927752
374,0.8212743840168851
375,0.8213373932005094
376,0.8215363969580411
377,0.8214826728070896
378,0.7166025179841117
379,0.7168241412991875
380,0.7693316305522234
381,0.8283304027035585
382,0.8285261537318734
383,0.8287273072244672
384,0.8289899377409312
385,0.82942170378648294
386,0.8296610217947685
387,0.81651161310679
388,0.8300378275375492
389,0.8170071083988264
390,0.8306520879077364
391,0.8308177458168268
392,0.8310030225418815
393,0.8311440367113087
394,0.8180271947670675
395,0.8181267730258004
396,0.8182826918086035
397,0.8185899394552341
398,0.8321183679301708
399,0.8189503203115872
400,0.7732912392354483
401,0.8055384705899302
402,0.8055550929242359
403,0.8190496160642887
404,0.819365489929669
405,0.8195658220469766
406,0.8331024180012855
407,0.8332007121303509
408,0.8333859072887884
409,0.8335295116221533
410,0.8202436120007003
411,0.8204068246511441
412,0.8206600119437611
413,0.8209648626634316
414,0.82133326724387
415,0.8214330231939282
416,0.8216553414289549
417,0.8218207794607755
418,0.8219955657848589
419,0.8219295898201616
420,0.821891565508905
421,0.716474998677517
422,0.7167344178275293
423,0.7169756939847657
424,0.7170772977274738
425,0.7172006434456089
426,0.8152905075075855
427,0.815566597839903
428,0.8290569228703701
429,0.8293553533875189
430,0.8163314081332231
431,0.830000431398355
432,0.8303070362351327
433,0.830679890315321
434,0.8175902090147975
435,0.8312874457033449
436,0.8313767160441775
437,0.8315829384007278
438,0.8315406194686155
439,0.8183743581184604
440,0.8317140926731044
441,0.8185361517640986
442,0.8187517331351053
443,0.81902659836265
444,0.819234379688605
445,0.8193104076913215
446,0.8060130417619045
447,0.8061281287964513
448,0.8196672088319381
449,0.7743972048585441
450,0.8332753808915759
451,0.8201331172455236
452,0.8336936870283711
453,0.8338649342624896
454,0.8205648387356789
455,0.8208315471885137
456,0.8209928865972071
457,0.8212969348704816
458,0.8215353940952209
459,0.8217455828542792
460,0.7764268962568973
