z,y,cov_value
120,  3, 0.007759519708
121,  3, 0.003123229435
122,  3, 0.005302494359
123,  3,-0.002236899376
124,  3, 0.002679488750
125,  3,-0.002244132873
126,  3, 0.000981614743
127,  3, 0.008269516188
128,  3,-0.004201373629
129,  3, 0.001663183858
130,  3, 0.003795627807
131,  3,-0.002963624179
132,  3, 0.000486918161
133,  3,-0.002200096205
134,  3, 0.007040179527
135,  3, 0.002923596666
136,  3, 0.002444154908
137,  3,-0.004410241314
138,  3,-0.000323293096
139,  3, 0.004975286377
140,  3, 0.002251400686
141,  3,-0.003373776646
142,  3, 0.002219393702
143,  3, 0.004190677930
144,  3, 0.001572865589
145,  3,-0.001088099541
146,  3, 0.003447776073
147,  3, 0.002811415581
148,  3, 0.001076268684
149,  3, 0.002560007172
150,  3, 0.002215393199
  1,  4, 0.125503202841
  2,  4, 0.120933090825
  3,  4, 0.113899854159
  4,  4, 0.137193395040
  5,  4, 0.102630268662
  6,  4, 0.089511424830
  7,  4, 0.130282142680
  8,  4, 0.121707079108
  9,  4, 0.119827589715
 10,  4, 0.079914792316
 11,  4, 0.096310294522
 12,  4, 0.106750387667
 13,  4, 0.068292149468
 14,  4, 0.093855207260
 15,  4, 0.097075022937
 16,  4, 0.092282443190
 17,  4, 0.083054538492
 18,  4, 0.080476082685
 19,  4, 0.070784902211
 20,  4, 0.087300254441
 21,  4, 0.071386607433
 22,  4, 0.077625922805
 23,  4, 0.052943617340
 24,  4, 0.059212170007
 25,  4, 0.049185622477
 26,  4, 0.064766098448
 27,  4, 0.065042979616
 28,  4, 0.041956938082
 29,  4, 0.055322279768
 30,  4, 0.032502353587
 31,  4, 0.043340618170
 32,  4, 0.044363175846
 33,  4, 0.027280600579
 34,  4, 0.025613940145
 35,  4, 0.035399065168
 36,  4, 0.024606100004
 37,  4, 0.040484095128
 38,  4, 0.022806786063
 39,  4, 0.016549269280
 40,  4, 0.022205188135
 41,  4, 0.018177044517
 42,  4, 0.018798082433
 43,  4, 0.005841423786
 44,  4, 0.006796286214
 45,  4, 0.011168656746
 46,  4, 0.010820635310
 47,  4, 0.006939655752
 48,  4, 0.007986796015
 49,  4, 0.015298461481
 50,  4, 0.014200568392
 51,  4, 0.010035540505
 52,  4, 0.012818937819
 53,  4, 0.011885910785
 54,  4, 0.006756220219
 55,  4, 0.011053550240
 56,  4, 0.015359542155
 57,  4, 0.011784514777
 58,  4, 0.015655082734
 59,  4, 0.014598840933
 60,  4, 0.008483353243
 61,  4, 0.013996466181
 62,  4, 0.012952958728
 63,  4, 0.017708028571
 64,  4, 0.010194842182
 65,  4, 0.015614223202
 66,  4, 0.014156264056
 67,  4, 0.009624092794
 68,  4, 0.010152079286
 69,  4, 0.013232139030
 70,  4, 0.012501577260
 71,  4, 0.007663824325
 72,  4, 0.011037735080
 73,  4, 0.008858715348
 74,  4, 0.011661806794
 75,  4, 0.008078999406
 76,  4, 0.007266507698
 77,  4, 0.008865128352
 78,  4, 0.006824224542
 79,  4, 0.007012340762
 80,  4, 0.006572850246
 81,  4, 0.004313834941
 82,  4, 0.006221356094
 83,  4, 0.007125467582
 84,  4, 0.004797072924
 85,  4, 0.000267261734
 86,  4, 0.001842257815
 87,  4, 0.005431096780
 88,  4,-0.000119789987
 89,  4, 0.006698698810
 90,  4, 0.000615213536
 91,  4, 0.001607872219
 92,  4, 0.007271964709
 93,  4, 0.002717965546
 94,  4, 0.003448053400
 95,  4, 0.002077872387
 96,  4, 0.000095169582
 97,  4, 0.000027684372
 98,  4, 0.001053380745
 99,  4, 0.004800963162
100,  4, 0.002595864113
101,  4, 0.001062763084
102,  4, 0.004319681299
103,  4, 0.002815368626
104,  4, 0.001599061051
105,  4, 0.001151504043
106,  4, 0.000336872241
107,  4, 0.004202470145
108,  4, 0.000855679468
109,  4, 0.002741091264
110,  4, 0.001884566604
111,  4,-0.002872322498
112,  4, 0.008257385736
113,  4, 0.001041553019
114,  4,-0.000743922472
115,  4, 0.000944990479
116,  4,-0.004327838299
117,  4,-0.002338267330
118,  4, 0.005772052411
119,  4,-0.002720087764
120,  4, 0.009132482871
121,  4, 0.000473831200
122,  4, 0.004160517912
123,  4,-0.002308495959
124,  4,-0.000213026312
125,  4,-0.002506280842
126,  4, 0.000210186598
127,  4, 0.009398313507
128,  4,-0.004243209508
129,  4,-0.000392443718
130,  4, 0.002727644211
131,  4,-0.002514647325
132,  4,-0.000496985563
133,  4,-0.002935658034
134,  4, 0.008175578328
135,  4, 0.002128804326
136,  4, 0.001859959597
137,  4,-0.004603382350
138,  4,-0.000247606322
139,  4, 0.006393692225
140,  4, 0.002492626562
141,  4,-0.002836484417
142,  4, 0.002944584051
143,  4, 0.005948000923
144,  4, 0.002405471981
145,  4,-0.000116717008
146,  4, 0.005833083327
147,  4, 0.006321111342
148,  4, 0.003265449345
149,  4, 0.006795666291
150,  4, 0.006298834829
  1,  5, 0.110283874995
  2,  5, 0.121928956340
  3,  5, 0.133734636475
  4,  5, 0.102630268662
  5,  5, 0.140588852292
  6,  5, 0.131883699084
  7,  5, 0.108919145938
  8,  5, 0.118298238050
  9,  5, 0.082082871331
 10,  5, 0.117765789465
 11,  5, 0.124166455764
 12,  5, 0.117561674217
 13,  5, 0.098283826052
 14,  5, 0.070095146533
 15,  5, 0.087516476678
 16,  5, 0.075398331518
 17,  5, 0.103559138187
 18,  5, 0.054468774070
 19,  5, 0.050767466722
 20,  5, 0.090986618660
 21,  5, 0.093630159981
 22,  5, 0.072065471416
 23,  5, 0.072887356288
 24,  5, 0.078143606687
 25,  5, 0.038848780921
 26,  5, 0.067247778865
 27,  5, 0.074448954801
 28,  5, 0.060345909638
 29,  5, 0.068315306135
 30,  5, 0.048463771998
 31,  5, 0.034911668692
 32,  5, 0.058110985340
 33,  5, 0.039853084305
 34,  5, 0.037352738033
 35,  5, 0.048670062790
 36,  5, 0.036227531894
 37,  5, 0.031642876351
 38,  5, 0.034385556175
 39,  5, 0.016246914174
 40,  5, 0.031816501329
 41,  5, 0.026202846405
 42,  5, 0.027075221929
 43,  5, 0.010404980287
 44,  5, 0.012980524096
 45,  5, 0.012605715629
 46,  5, 0.018071078353
 47,  5, 0.009445658717
 48,  5, 0.013876100323
 49,  5, 0.022898171493
 50,  5, 0.021244003804
 51,  5, 0.011559034460
 52,  5, 0.020205809934
 53,  5, 0.018340681130
 54,  5, 0.007548780451
 55,  5, 0.015558747114
 56,  5, 0.021022448821
 57,  5, 0.018870097781
 58,  5, 0.020231169540
 59,  5, 0.020240363333
 60,  5, 0.011685263284
 61,  5, 0.017617730585
 62,  5, 0.019108369491
 63,  5, 0.020627086469
 64,  5, 0.011106003632
 65,  5, 0.017391147845
 66,  5, 0.018797442338
 67,  5, 0.009490942765
 68,  5, 0.015619103604
 69,  5, 0.015836869372
 70,  5, 0.013697572923
 71,  5, 0.008467466511
 72,  5, 0.014291853388
 73,  5, 0.010828971264
 74,  5, 0.015286872298
 75,  5, 0.009703524606
 76,  5, 0.007337912726
 77,  5, 0.010339502219
 78,  5, 0.009976726929
 79,  5, 0.007795745972
 80,  5, 0.010051478296
 81,  5, 0.006847498607
 82,  5, 0.008005399558
 83,  5, 0.007431680209
 84,  5, 0.005323426112
 85,  5, 0.001664851464
 86,  5, 0.002761037199
 87,  5, 0.007138054375
 88,  5, 0.001404754195
 89,  5, 0.006306198622
 90,  5, 0.001204611632
 91,  5, 0.000652535725
 92,  5, 0.008521618137
 93,  5, 0.001570073259
 94,  5, 0.003224935635
 95,  5, 0.001939713324
 96,  5, 0.002768438998
 97,  5, 0.001540881646
 98,  5, 0.000796533209
 99,  5, 0.003383111567
100,  5, 0.003649120116
101,  5, 0.003168292024
102,  5, 0.004632724456
103,  5, 0.000112271511
104,  5, 0.000485397634
105,  5,-0.000470216616
106,  5, 0.002082171703
107,  5, 0.003761340351
108,  5, 0.002946172451
109,  5, 0.000296033158
110,  5, 0.002857500173
111,  5,-0.003870920856
112,  5, 0.006978802785
113,  5, 0.003348149406
114,  5, 0.001865501917
115,  5, 0.004706077875
116,  5,-0.003771519322
117,  5,-0.002116022997
118,  5, 0.006407628601
119,  5,-0.000474443392
120,  5, 0.007302045110
121,  5, 0.005281972356
122,  5, 0.006529229791
123,  5,-0.000599187641
124,  5, 0.004779174781
125,  5,-0.000895557509
126,  5, 0.001759658456
127,  5, 0.007686055480
128,  5,-0.002703920976
129,  5, 0.003596513499
130,  5, 0.004849289212
131,  5,-0.001587493979
132,  5, 0.002039790667
133,  5,-0.001126093395
134,  5, 0.006728939586
135,  5, 0.003987400008
136,  5, 0.003656789699
137,  5,-0.003450474232
138,  5, 0.000909328413
139,  5, 0.004807196153
140,  5, 0.003469389848
141,  5,-0.002582933683
142,  5, 0.003224308921
143,  5, 0.003871596173
144,  5, 0.002497113414
145,  5,-0.000373391121
146,  5, 0.003224178100
147,  5, 0.002385127364
148,  5, 0.001489619773
149,  5, 0.001868134697
150,  5, 0.001763496805
  1,  6, 0.095786942244
  2,  6, 0.106021087388
  3,  6, 0.118427745263
  4,  6, 0.089511424830
  5,  6, 0.131883699084
  6,  6, 0.142073027749
  7,  6, 0.096043677295
  8,  6, 0.106807260792
  9,  6, 0.072356914999
 10,  6, 0.135402861584
 11,  6, 0.131053351236
 12,  6, 0.115387680696
 13,  6, 0.115947187010
 14,  6, 0.064554807286
 15,  6, 0.086682666995
 16,  6, 0.072193879596
 17,  6, 0.115200851907
 18,  6, 0.049358316086
 19,  6, 0.047183583047
 20,  6, 0.096028480336
 21,  6, 0.107198618316
 22,  6, 0.074333122482
 23,  6, 0.085529748438
 24,  6, 0.090430011199
 25,  6, 0.036678064911
 26,  6, 0.071094373999
 27,  6, 0.080109476399
 28,  6, 0.070438146108
 29,  6, 0.074506444619
 30,  6, 0.057910128483
 31,  6, 0.032401062755
 32,  6, 0.065096231640
 33,  6, 0.048497069809
 34,  6, 0.045351932363
 35,  6, 0.055244485740
 36,  6, 0.043102336244
 37,  6, 0.029625037502
 38,  6, 0.040632578385
 39,  6, 0.017375819098
 40,  6, 0.037912033101
 41,  6, 0.031982746479
 42,  6, 0.032740276934
 43,  6, 0.014368666666
 44,  6, 0.017358377144
 45,  6, 0.015402706296
 46,  6, 0.022075057647
 47,  6, 0.012385552217
 48,  6, 0.016978547435
 49,  6, 0.026436191014
 50,  6, 0.024771887838
 51,  6, 0.014699926608
 52,  6, 0.023865381282
 53,  6, 0.021348967821
 54,  6, 0.009750082855
 55,  6, 0.018611928595
 56,  6, 0.024054112465
 57,  6, 0.022520879847
 58,  6, 0.023112173500
 59,  6, 0.023102213165
 60,  6, 0.015709827636
 61,  6, 0.020843255659
 62,  6, 0.022229091921
 63,  6, 0.022687803377
 64,  6, 0.014426073662
 65,  6, 0.019604792605
 66,  6, 0.021028608981
 67,  6, 0.011833750650
 68,  6, 0.019063042972
 69,  6, 0.017417776262
 70,  6, 0.015535017773
 71,  6, 0.010393498154
 72,  6, 0.016792195153
 73,  6, 0.014120802011
 74,  6, 0.016706427056
 75,  6, 0.011104075212
 76,  6, 0.010169925449
 77,  6, 0.012767516101
 78,  6, 0.012019738590
 79,  6, 0.010737240525
 80,  6, 0.013267678743
 81,  6, 0.009908798287
 82,  6, 0.008740172474
 83,  6, 0.008411519922
 84,  6, 0.007431012820
 85,  6, 0.004806097636
 86,  6, 0.005499314960
 87,  6, 0.007669762483
 88,  6, 0.004752664141
 89,  6, 0.007275343590
 90,  6, 0.004720921449
 91,  6, 0.004335402057
 92,  6, 0.009448234141
 93,  6, 0.005304917042
 94,  6, 0.005091264445
 95,  6, 0.004625555434
 96,  6, 0.005883412276
 97,  6, 0.004770493873
 98,  6, 0.004007044144
 99,  6, 0.005423191557
100,  6, 0.006770756216
101,  6, 0.006117477166
102,  6, 0.007547932655
103,  6, 0.002503599517
104,  6, 0.003594153121
105,  6, 0.002648910465
106,  6, 0.004942015768
107,  6, 0.005924871914
108,  6, 0.006206387071
109,  6, 0.001867727502
110,  6, 0.005440642537
111,  6,-0.000042152162
112,  6, 0.008438491177
113,  6, 0.006805520204
114,  6, 0.005690871146
115,  6, 0.008188662788
116,  6,-0.000132464363
117,  6, 0.000933691810
118,  6, 0.008512796861
119,  6, 0.003434360801
120,  6, 0.008108621941
121,  6, 0.008877687476
122,  6, 0.009285902957
123,  6, 0.002261488875
124,  6, 0.008393549292
125,  6, 0.001080930993
126,  6, 0.002023383549
127,  6, 0.008382966239
128,  6,-0.000388247680
129,  6, 0.006773164151
130,  6, 0.007565386393
131,  6, 0.000387397138
132,  6, 0.004469631604
133,  6,-0.000100004522
134,  6, 0.007878317698
135,  6, 0.006554524037
136,  6, 0.006113427826
137,  6,-0.002396198122
138,  6, 0.002119334394
139,  6, 0.005783603781
140,  6, 0.005444747364
141,  6,-0.002084282429
142,  6, 0.004541767257
143,  6, 0.004594293044
144,  6, 0.003325404413
145,  6,-0.000434531271
146,  6, 0.003608638432
147,  6, 0.002245110370
148,  6, 0.001038976947
149,  6, 0.001259667600
150,  6, 0.001091799866
  1,  7, 0.116361952805
  2,  7, 0.118988357961
  3,  7, 0.118287380550
  4,  7, 0.130282142680
  5,  7, 0.108919145938
  6,  7, 0.096043677295
  7,  7, 0.138901502410
  8,  7, 0.134852808965
  9,  7, 0.120880294355
 10,  7, 0.086085913875
 11,  7, 0.106502899224
 12,  7, 0.119450053364
 13,  7, 0.073915914891
 14,  7, 0.105622275536
 15,  7, 0.108947166039
 16,  7, 0.105306041896
 17,  7, 0.091367134829
 18,  7, 0.085348067941
 19,  7, 0.079072224753
 20,  7, 0.096144673284
 21,  7, 0.078112803074
 22,  7, 0.084063194097
 23,  7, 0.057160461813
 24,  7, 0.064440587217
 25,  7, 0.052773238426
 26,  7, 0.070124208960
 27,  7, 0.071175378198
 28,  7, 0.045936282980
 29,  7, 0.060202661442
 30,  7, 0.036030582239
 31,  7, 0.044522559379
 32,  7, 0.047934943132
 33,  7, 0.029762512968
 34,  7, 0.028259526890
 35,  7, 0.038444584965
 36,  7, 0.028119200679
 37,  7, 0.040677769476
 38,  7, 0.024619673551
 39,  7, 0.018510214157
 40,  7, 0.025290299882
 41,  7, 0.019186847615
 42,  7, 0.020750849949
 43,  7, 0.006419584176
 44,  7, 0.009150842037
 45,  7, 0.012046284578
 46,  7, 0.015265361980
 47,  7, 0.008897287723
 48,  7, 0.011844151631
 49,  7, 0.020062210912
 50,  7, 0.018684844420
 51,  7, 0.011218068046
 52,  7, 0.017191713076
 53,  7, 0.015499150478
 54,  7, 0.007190362551
 55,  7, 0.013376278555
 56,  7, 0.018619552537
 57,  7, 0.015921466148
 58,  7, 0.018029007788
 59,  7, 0.017776944069
 60,  7, 0.009063584035
 61,  7, 0.015218073988
 62,  7, 0.016635601191
 63,  7, 0.019299953146
 64,  7, 0.009548703211
 65,  7, 0.016259598506
 66,  7, 0.016763773670
 67,  7, 0.008894963997
 68,  7, 0.012951939396
 69,  7, 0.015299627767
 70,  7, 0.013243789727
 71,  7, 0.007122486350
 72,  7, 0.013694847548
 73,  7, 0.011144149682
 74,  7, 0.013778134358
 75,  7, 0.008595010673
 76,  7, 0.008436899342
 77,  7, 0.010178782663
 78,  7, 0.008237321808
 79,  7, 0.006890854852
 80,  7, 0.007856442743
 81,  7, 0.004785914214
 82,  7, 0.006202250010
 83,  7, 0.006279670779
 84,  7, 0.004176286712
 85,  7, 0.000837952772
 86,  7, 0.001890793871
 87,  7, 0.005189253694
 88,  7, 0.000679133153
 89,  7, 0.006900726725
 90,  7, 0.001108182443
 91,  7, 0.001497988730
 92,  7, 0.007549996533
 93,  7, 0.002273123091
 94,  7, 0.002468039711
 95,  7, 0.001609246973
 96,  7, 0.001360746392
 97,  7, 0.001011004927
 98,  7, 0.001568869995
 99,  7, 0.004456199995
100,  7, 0.003479761929
101,  7, 0.002394325698
102,  7, 0.004518855806
103,  7, 0.002334282903
104,  7, 0.002032641175
105,  7, 0.001108408815
106,  7, 0.001374927865
107,  7, 0.004038998019
108,  7, 0.001812062935
109,  7, 0.002211022404
110,  7, 0.002327286577
111,  7,-0.002711596910
112,  7, 0.007588228760
113,  7, 0.001863949907
114,  7,-0.000035715432
115,  7, 0.001966067088
116,  7,-0.003986902469
117,  7,-0.002019759993
118,  7, 0.006156653802
119,  7,-0.002071620024
120,  7, 0.008870858451
121,  7, 0.001645728947
