z,y,cov_value
128, 21, 0.004897143429
129, 21, 0.010342465983
130, 21, 0.009287427467
131, 21, 0.006526974429
132, 21, 0.009897825721
133, 21, 0.003781051153
134, 21, 0.009706937549
135, 21, 0.009722999487
136, 21, 0.010362277511
137, 21, 0.002995352302
138, 21, 0.008379892041
139, 21, 0.008606148147
140, 21, 0.010190159400
141, 21, 0.003761261143
142, 21, 0.009819861106
143, 21, 0.008729664836
144, 21, 0.009205473109
145, 21, 0.005352465500
146, 21, 0.008614386338
147, 21, 0.007579794408
148, 21, 0.005966711928
149, 21, 0.005865547034
150, 21, 0.005044107614
  1, 22, 0.067522361175
  2, 22, 0.068842974684
  3, 22, 0.071636959538
  4, 22, 0.077625922805
  5, 22, 0.072065471416
  6, 22, 0.074333122482
  7, 22, 0.084063194097
  8, 22, 0.087415359148
  9, 22, 0.079922683692
 10, 22, 0.074845349312
 11, 22, 0.091894247859
 12, 22, 0.098353787629
 13, 22, 0.075867559923
 14, 22, 0.084546515302
 15, 22, 0.114354055125
 16, 22, 0.099609040330
 17, 22, 0.104815685854
 18, 22, 0.064468122632
 19, 22, 0.064358289284
 20, 22, 0.123815462891
 21, 22, 0.097042445334
 22, 22, 0.121823992788
 23, 22, 0.074722581650
 24, 22, 0.088571553428
 25, 22, 0.038593792273
 26, 22, 0.109239379456
 27, 22, 0.110720933342
 28, 22, 0.063869034870
 29, 22, 0.095784130729
 30, 22, 0.053775998456
 31, 22, 0.033467415396
 32, 22, 0.078499049974
 33, 22, 0.046484193154
 34, 22, 0.043310597240
 35, 22, 0.064035252646
 36, 22, 0.040623047640
 37, 22, 0.035400485572
 38, 22, 0.043065472037
 39, 22, 0.023939586838
 40, 22, 0.038838275119
 41, 22, 0.034537861371
 42, 22, 0.035249300400
 43, 22, 0.014447509703
 44, 22, 0.019070257514
 45, 22, 0.018996471082
 46, 22, 0.026032919680
 47, 22, 0.014397730246
 48, 22, 0.019643981103
 49, 22, 0.031889927332
 50, 22, 0.029497520786
 51, 22, 0.019509922170
 52, 22, 0.030762256581
 53, 22, 0.025571056357
 54, 22, 0.012787288239
 55, 22, 0.021745364699
 56, 22, 0.029403550527
 57, 22, 0.028559429404
 58, 22, 0.028660892559
 59, 22, 0.028590910428
 60, 22, 0.020294039611
 61, 22, 0.025159191767
 62, 22, 0.028025373363
 63, 22, 0.027718556785
 64, 22, 0.020209876469
 65, 22, 0.024003199363
 66, 22, 0.026526512315
 67, 22, 0.017645204268
 68, 22, 0.024895084883
 69, 22, 0.022111515272
 70, 22, 0.020923411640
 71, 22, 0.016073911911
 72, 22, 0.020728376050
 73, 22, 0.020711600199
 74, 22, 0.017916033403
 75, 22, 0.015157069543
 76, 22, 0.016072023636
 77, 22, 0.016226250445
 78, 22, 0.014499857030
 79, 22, 0.012945864546
 80, 22, 0.014021514340
 81, 22, 0.010144020959
 82, 22, 0.008354759100
 83, 22, 0.008018538998
 84, 22, 0.006144594969
 85, 22, 0.004284793776
 86, 22, 0.004670647905
 87, 22, 0.006382857629
 88, 22, 0.005149662095
 89, 22, 0.004778886470
 90, 22, 0.006113380224
 91, 22, 0.006032221941
 92, 22, 0.006960598872
 93, 22, 0.005919715057
 94, 22, 0.004306031861
 95, 22, 0.003349005191
 96, 22, 0.004187488859
 97, 22, 0.003336327782
 98, 22, 0.003483096878
 99, 22, 0.003959461772
100, 22, 0.005517533758
101, 22, 0.004652463706
102, 22, 0.005546851438
103, 22, 0.002194726728
104, 22, 0.004598860898
105, 22, 0.003521308050
106, 22, 0.004586401207
107, 22, 0.002962434540
108, 22, 0.005893448092
109, 22, 0.000133435004
110, 22, 0.003245159410
111, 22, 0.001556149512
112, 22, 0.005594302219
113, 22, 0.006477208332
114, 22, 0.005578779578
115, 22, 0.004922506990
116, 22, 0.000702858739
117, 22, 0.000623702559
118, 22, 0.004242220758
119, 22, 0.004177467973
120, 22, 0.006279735977
121, 22, 0.004763456403
122, 22, 0.005259548142
123, 22, 0.003217467222
124, 22, 0.004772241986
125, 22, 0.001702646587
126, 22, 0.003777545152
127, 22, 0.007385065172
128, 22, 0.001561946104
129, 22, 0.005341327782
130, 22, 0.005029380758
131, 22, 0.002465027036
132, 22, 0.005212049291
133, 22, 0.001710628577
134, 22, 0.007003227737
135, 22, 0.005426696672
136, 22, 0.006111564308
137, 22, 0.000387427674
138, 22, 0.004509052119
139, 22, 0.005225639403
140, 22, 0.006387321221
141, 22, 0.001705352365
142, 22, 0.006192716523
143, 22, 0.005089805571
144, 22, 0.005674401885
145, 22, 0.003268265884
146, 22, 0.005487469248
147, 22, 0.005340150878
148, 22, 0.003904520446
149, 22, 0.004298133340
150, 22, 0.003744770435
  1, 23, 0.056791735407
  2, 23, 0.061715888289
  3, 23, 0.066882276417
  4, 23, 0.052943617340
  5, 23, 0.072887356288
  6, 23, 0.085529748438
  7, 23, 0.057160461813
  8, 23, 0.063222967480
  9, 23, 0.044937157219
 10, 23, 0.100033767014
 11, 23, 0.086614863175
 12, 23, 0.074280457132
 13, 23, 0.124370970549
 14, 23, 0.043062350702
 15, 23, 0.065457400999
 16, 23, 0.050716113905
 17, 23, 0.108257770788
 18, 23, 0.033157358921
 19, 23, 0.031534949612
 20, 23, 0.092749620021
 21, 23, 0.126213937370
 22, 23, 0.074722581650
 23, 23, 0.147848698081
 24, 23, 0.141781403168
 25, 23, 0.026823975432
 26, 23, 0.084088919527
 27, 23, 0.104432719350
 28, 23, 0.137481411630
 29, 23, 0.109130500558
 30, 23, 0.117871366692
 31, 23, 0.027503047234
 32, 23, 0.112443787772
 33, 23, 0.099699330977
 34, 23, 0.088545747401
 35, 23, 0.110153225065
 36, 23, 0.076519002601
 37, 23, 0.028989028800
 38, 23, 0.090586906664
 39, 23, 0.019225350097
 40, 23, 0.070871202888
 41, 23, 0.074052589292
 42, 23, 0.067669704179
 43, 23, 0.042204659944
 44, 23, 0.042596851193
 45, 23, 0.030086922019
 46, 23, 0.043902771919
 47, 23, 0.028151626489
 48, 23, 0.034701081727
 49, 23, 0.046098932142
 50, 23, 0.044872000877
 51, 23, 0.026840321114
 52, 23, 0.042509366292
 53, 23, 0.038458659073
 54, 23, 0.018401657103
 55, 23, 0.033277443586
 56, 23, 0.040551609807
 57, 23, 0.037785369747
 58, 23, 0.038503360739
 59, 23, 0.037661304141
 60, 23, 0.030398440565
 61, 23, 0.034062692713
 62, 23, 0.034922333157
 63, 23, 0.033491776064
 64, 23, 0.027664030555
 65, 23, 0.030537838037
 66, 23, 0.031368451171
 67, 23, 0.025236235047
 68, 23, 0.029915675561
 69, 23, 0.026284665177
 70, 23, 0.024364924929
 71, 23, 0.022338837765
 72, 23, 0.026028469278
 73, 23, 0.025179916104
 74, 23, 0.021634595336
 75, 23, 0.020024438717
 76, 23, 0.019711462811
 77, 23, 0.018853390154
 78, 23, 0.017279561067
 79, 23, 0.016771066292
 80, 23, 0.015866469007
 81, 23, 0.012553222130
 82, 23, 0.009616172499
 83, 23, 0.004848886435
 84, 23, 0.002615986373
 85, 23, 0.001324838812
 86, 23, 0.001259903852
 87, 23, 0.005520063683
 88, 23, 0.002148044283
 89, 23, 0.004601845274
 90, 23, 0.002749162421
 91, 23, 0.002764018046
 92, 23, 0.005256584655
 93, 23, 0.002905817818
 94, 23, 0.003442136252
 95, 23, 0.001894372157
 96, 23, 0.003912085255
 97, 23, 0.002514721392
 98, 23, 0.001817928228
 99, 23, 0.005065250962
100, 23, 0.004893842039
101, 23, 0.005003550619
102, 23, 0.005065818837
103, 23, 0.001356263365
104, 23, 0.003375693031
105, 23, 0.003258877800
106, 23, 0.006263416907
107, 23, 0.006065982270
108, 23, 0.007120638434
109, 23, 0.000101224820
110, 23, 0.006851947078
111, 23, 0.002315062884
112, 23, 0.006424147626
113, 23, 0.007306036269
114, 23, 0.006580459232
115, 23, 0.009646137436
116, 23, 0.002155534665
117, 23, 0.001644113313
118, 23, 0.007205051189
119, 23, 0.006063046769
120, 23, 0.006172038389
121, 23, 0.009550058381
122, 23, 0.009221555477
123, 23, 0.006221498153
124, 23, 0.009135664058
125, 23, 0.002728777169
126, 23, 0.001214698840
127, 23, 0.006954958539
128, 23, 0.003495419165
129, 23, 0.009291509273
130, 23, 0.008517259501
131, 23, 0.005694526506
132, 23, 0.008756829280
133, 23, 0.003763474304
134, 23, 0.008213172385
135, 23, 0.009374718573
136, 23, 0.010111680382
137, 23, 0.003272520876
138, 23, 0.007619614053
139, 23, 0.008123965499
140, 23, 0.009795928964
141, 23, 0.003661857404
142, 23, 0.009190289792
143, 23, 0.008980496982
144, 23, 0.008121446926
145, 23, 0.004343844183
146, 23, 0.009214936107
147, 23, 0.008266330227
148, 23, 0.004245030131
149, 23, 0.006291150733
150, 23, 0.004270753624
  1, 24, 0.061427008386
  2, 24, 0.066188876984
  3, 24, 0.071878482277
  4, 24, 0.059212170007
  5, 24, 0.078143606687
  6, 24, 0.090430011199
  7, 24, 0.064440587217
  8, 24, 0.071231660945
  9, 24, 0.051699171902
 10, 24, 0.103563429518
 11, 24, 0.096009800881
 12, 24, 0.084311568651
 13, 24, 0.125213459711
 14, 24, 0.050722794353
 15, 24, 0.077545259871
 16, 24, 0.060636482996
 17, 24, 0.121604755142
 18, 24, 0.037665454953
 19, 24, 0.035952615027
 20, 24, 0.108324422932
 21, 24, 0.139274134910
 22, 24, 0.088571553428
 23, 24, 0.141781403168
 24, 24, 0.151524280666
 25, 24, 0.026854172241
 26, 24, 0.099054691366
 27, 24, 0.122323525584
 28, 24, 0.125520445086
 29, 24, 0.125777343793
 30, 24, 0.105854970844
 31, 24, 0.026627567284
 32, 24, 0.121448899137
 33, 24, 0.088407245105
 34, 24, 0.077989301604
 35, 24, 0.111052525099
 36, 24, 0.067417182416
 37, 24, 0.028312936230
 38, 24, 0.085587509771
 39, 24, 0.019667786386
 40, 24, 0.063471515307
 41, 24, 0.067031871327
 42, 24, 0.060556499240
 43, 24, 0.035222051290
 44, 24, 0.036712523088
 45, 24, 0.026804300984
 46, 24, 0.039898722168
 47, 24, 0.023356477254
 48, 24, 0.030791187351
 49, 24, 0.042713978096
 50, 24, 0.041685189044
 51, 24, 0.024364096174
 52, 24, 0.039590106837
 53, 24, 0.035766016048
 54, 24, 0.016922054251
 55, 24, 0.030246441763
 56, 24, 0.038036188851
 57, 24, 0.036006162595
 58, 24, 0.036347127630
 59, 24, 0.035366326700
 60, 24, 0.027915186276
 61, 24, 0.031646501631
 62, 24, 0.033520387041
 63, 24, 0.032439909450
 64, 24, 0.025691641157
 65, 24, 0.029394176040
 66, 24, 0.030741849121
 67, 24, 0.023721953545
 68, 24, 0.029200654361
 69, 24, 0.026137131628
 70, 24, 0.024122987904
 71, 24, 0.021257436679
 72, 24, 0.025932301362
 73, 24, 0.025052298742
 74, 24, 0.021306599424
 75, 24, 0.019401743386
 76, 24, 0.019872811014
 77, 24, 0.019497162567
 78, 24, 0.017463182134
 79, 24, 0.016565868612
 80, 24, 0.016135795942
 81, 24, 0.012360206825
 82, 24, 0.009710131502
 83, 24, 0.005679322260
 84, 24, 0.003158071981
 85, 24, 0.001503312414
 86, 24, 0.001614300336
 87, 24, 0.006731924509
 88, 24, 0.002209108588
 89, 24, 0.004790164758
 90, 24, 0.002912909261
 91, 24, 0.002706463833
 92, 24, 0.006261550167
 93, 24, 0.002697346435
 94, 24, 0.004487121900
 95, 24, 0.002626226506
 96, 24, 0.004586568176
 97, 24, 0.003310183266
 98, 24, 0.002844367581
 99, 24, 0.006110453219
100, 24, 0.005390521926
101, 24, 0.005596711420
102, 24, 0.005685165036
103, 24, 0.002971315079
104, 24, 0.005284852395
105, 24, 0.004913911701
106, 24, 0.007440039821
107, 24, 0.006821146560
108, 24, 0.008764643378
109, 24, 0.001161053549
110, 24, 0.007674072383
111, 24, 0.004054265563
112, 24, 0.008117679277
113, 24, 0.009414617175
114, 24, 0.008790565610
115, 24, 0.010883529604
116, 24, 0.004048953304
117, 24, 0.003209938216
118, 24, 0.008790337698
119, 24, 0.008217151408
120, 24, 0.008396075241
121, 24, 0.010813761730
122, 24, 0.010734312569
123, 24, 0.008499294998
124, 24, 0.010543409872
125, 24, 0.004615679246
126, 24, 0.001954744144
127, 24, 0.009242909795
128, 24, 0.005841346364
129, 24, 0.011065199025
130, 24, 0.010173029070
131, 24, 0.008105910935
132, 24, 0.010995509805
133, 24, 0.005281539024
134, 24, 0.010289290009
135, 24, 0.011030074097
136, 24, 0.011869754385
137, 24, 0.005478673866
138, 24, 0.010119418101
139, 24, 0.009964743268
140, 24, 0.011931115993
141, 24, 0.006138022823
142, 24, 0.011759143746
143, 24, 0.010557390796
144, 24, 0.011055329357
145, 24, 0.007282114487
146, 24, 0.010823270669
147, 24, 0.009983179736
148, 24, 0.007342965767
149, 24, 0.008076767974
150, 24, 0.006499222457
  1, 25, 0.041712043515
  2, 25, 0.041623235372
  3, 25, 0.040937969587
  4, 25, 0.049185622477
  5, 25, 0.038848780921
  6, 25, 0.036678064911
  7, 25, 0.052773238426
  8, 25, 0.050680744343
  9, 25, 0.060373831456
 10, 25, 0.035181852046
 11, 25, 0.041648939278
 12, 25, 0.047054780749
 13, 25, 0.031616127959
 14, 25, 0.064701657729
 15, 25, 0.046908821455
 16, 25, 0.055582999453
 17, 25, 0.036559539511
 18, 25, 0.086491576942
 19, 25, 0.086087578553
 20, 25, 0.037646631643
 21, 25, 0.031190158342
 22, 25, 0.038593792273
 23, 25, 0.026823975432
 24, 25, 0.026854172241
 25, 25, 0.123709726126
 26, 25, 0.033258335798
 27, 25, 0.029106616716
 28, 25, 0.025204040151
 29, 25, 0.024741275391
 30, 25, 0.023768266121
 31, 25, 0.114289264481
 32, 25, 0.023287481588
 33, 25, 0.024099389254
 34, 25, 0.025360938260
 35, 25, 0.022415389281
 36, 25, 0.026125777613
 37, 25, 0.084207365319
 38, 25, 0.019159836348
 39, 25, 0.027516385387
 40, 25, 0.024636275944
 41, 25, 0.020546149465
 42, 25, 0.022758085885
 43, 25, 0.019770688964
 44, 25, 0.021006678203
 45, 25, 0.024329352250
 46, 25, 0.025799778296
 47, 25, 0.021838654161
 48, 25, 0.023956458688
 49, 25, 0.029318667133
 50, 25, 0.029477378463
 51, 25, 0.025755925746
 52, 25, 0.025230274041
 53, 25, 0.025476880771
 54, 25, 0.022969048147
 55, 25, 0.023893381682
 56, 25, 0.026523751500
 57, 25, 0.020635095727
 58, 25, 0.024530625998
 59, 25, 0.023766281931
 60, 25, 0.021267554136
 61, 25, 0.021765545569
 62, 25, 0.020631397311
 63, 25, 0.021555118064
 64, 25, 0.018082672535
 65, 25, 0.020149027122
 66, 25, 0.019744749029
 67, 25, 0.016858990222
 68, 25, 0.017493090022
 69, 25, 0.017587470431
 70, 25, 0.017808019483
 71, 25, 0.015908356145
 72, 25, 0.015830914376
 73, 25, 0.013364294842
 74, 25, 0.017864312752
 75, 25, 0.016767326651
 76, 25, 0.009146471594
 77, 25, 0.009900690147
 78, 25, 0.013131778548
 79, 25, 0.006305943775
 80, 25, 0.006337891675
 81, 25, 0.001567409991
 82, 25, 0.001616015854
 83, 25, 0.004791714602
 84, 25, 0.006289855975
 85, 25, 0.005763144060
 86, 25, 0.005988717869
 87, 25, 0.001082232266
 88, 25, 0.007029893033
 89, 25, 0.003410001914
 90, 25, 0.009065451004
 91, 25, 0.010183803857
 92, 25, 0.002787203161
 93, 25, 0.010880025741
 94, 25, 0.004413199599
 95, 25, 0.006381084733
 96, 25, 0.006329504520
 97, 25, 0.005479205897
 98, 25, 0.006175985733
 99, 25, 0.006024499348
100, 25, 0.009662549176
101, 25, 0.007721365794
102, 25, 0.010038163396
103, 25, 0.006005190738
104, 25, 0.007787428136
105, 25, 0.008639561806
106, 25, 0.006506518531
107, 25, 0.005681030416
108, 25, 0.006753081129
109, 25, 0.002180801976
110, 25, 0.005754688072
111, 25, 0.007968173732
112, 25, 0.006546178476
113, 25, 0.008337065475
114, 25, 0.009140324715
115, 25, 0.006667583672
116, 25, 0.005494819783
117, 25, 0.004406800554
118, 25, 0.004395398626
119, 25, 0.008610183879
120, 25, 0.004413543485
121, 25, 0.007078409759
122, 25, 0.005675652160
123, 25, 0.004878221103
124, 25, 0.006885095820
125, 25, 0.001779863549
126, 25, 0.003535423627
127, 25, 0.005167150486
128, 25, 0.001366286752
129, 25, 0.006197600945
130, 25, 0.005469002403
131, 25, 0.001906192316
132, 25, 0.004388972823
133, 25, 0.000664279172
134, 25, 0.006338366803
135, 25, 0.004718627258
136, 25, 0.003917734211
137, 25,-0.000273107620
138, 25, 0.002006539180
139, 25, 0.005158301230
140, 25, 0.003339111282
141, 25, 0.001062951884
142, 25, 0.002906931292
143, 25, 0.003956303730
144, 25, 0.002045874111
145, 25, 0.001332710245
146, 25, 0.003455605537
147, 25, 0.002561503630
148, 25, 0.000624756786
149, 25, 0.001357384830
150, 25, 0.000821574187
  1, 26, 0.059481625671
  2, 26, 0.062041143577
  3, 26, 0.065471592217
  4, 26, 0.064766098448
  5, 26, 0.067247778865
  6, 26, 0.071094373999
  7, 26, 0.070124208960
  8, 26, 0.074632948427
  9, 26, 0.063873471658
 10, 26, 0.073242063845
 11, 26, 0.084711881568
 12, 26, 0.085502239698
 13, 26, 0.077714215728
 14, 26, 0.064960993144
 15, 26, 0.092460789432
 16, 26, 0.077139061625
 17, 26, 0.102984556379
 18, 26, 0.050416809177
 19, 26, 0.048555046773
 20, 26, 0.115556135157
 21, 26, 0.101887003543
 22, 26, 0.109239379456
 23, 26, 0.084088919527
 24, 26, 0.099054691366
 25, 26, 0.033258335798
 26, 26, 0.116645421527
 27, 26, 0.124546426164
 28, 26, 0.074276704905
 29, 26, 0.113138753666
 30, 26, 0.063277691649
 31, 26, 0.032745499770
 32, 26, 0.096462870292
 33, 26, 0.054495364987
 34, 26, 0.049696838930
 35, 26, 0.081356285103
 36, 26, 0.045004536585
 37, 26, 0.036070240226
 38, 26, 0.056968691603
 39, 26, 0.024586337718
 40, 26, 0.044732326549
 41, 26, 0.044033233895
 42, 26, 0.042531166943
 43, 26, 0.021887372085
 44, 26, 0.025181417657
 45, 26, 0.023802692917
 46, 26, 0.030576889363
 47, 26, 0.018298990081
 48, 26, 0.024173266367
 49, 26, 0.034908064027
 50, 26, 0.032887585613
 51, 26, 0.023893757117
 52, 26, 0.034372388712
 53, 26, 0.029358721080
 54, 26, 0.015529948437
 55, 26, 0.025648451677
 56, 26, 0.032143522613
 57, 26, 0.032362935635
 58, 26, 0.031384043185
 59, 26, 0.031570861810
 60, 26, 0.025368594371
 61, 26, 0.028486652301
 62, 26, 0.031132307603
 63, 26, 0.030354538732
 64, 26, 0.025166048588
 65, 26, 0.027267078242
 66, 26, 0.029537667980
 67, 26, 0.022516788836
 68, 26, 0.028195906425
 69, 26, 0.025435232246
 70, 26, 0.024325559946
 71, 26, 0.020559809413
 72, 26, 0.024747184282
 73, 26, 0.024387374310
 74, 26, 0.021111126954
 75, 26, 0.019158531139
 76, 26, 0.019773014666
 77, 26, 0.020254726100
 78, 26, 0.018273748714
 79, 26, 0.015512625326
 80, 26, 0.016788895268
 81, 26, 0.011417920509
 82, 26, 0.008625286710
 83, 26, 0.006949502092
 84, 26, 0.004961379890
 85, 26, 0.003895651519
 86, 26, 0.003888930444
 87, 26, 0.006829901655
 88, 26, 0.005151104761
 89, 26, 0.006303357768
 90, 26, 0.006499977537
 91, 26, 0.006246143597
 92, 26, 0.007888556710
 93, 26, 0.006015789240
 94, 26, 0.004535953610
 95, 26, 0.003649531053
 96, 26, 0.006056224162
 97, 26, 0.004878989920
 98, 26, 0.004685436792
 99, 26, 0.004931827975
100, 26, 0.006944205208
101, 26, 0.006782518578
102, 26, 0.006824103375
103, 26, 0.003810369013
104, 26, 0.006787752291
105, 26, 0.005621169182
106, 26, 0.007777083434
107, 26, 0.005895273827
108, 26, 0.009033665599
109, 26, 0.002656705969
110, 26, 0.006819457144
111, 26, 0.004188561181
112, 26, 0.008182208000
113, 26, 0.009886357347
114, 26, 0.009302524486
115, 26, 0.009178483041
116, 26, 0.003852791990
117, 26, 0.003321179699
118, 26, 0.007905406873
119, 26, 0.008137192600
120, 26, 0.009212120426
121, 26, 0.009040486242
122, 26, 0.009574162136
123, 26, 0.007564357329
124, 26, 0.009218327255
125, 26, 0.005419083831
126, 26, 0.005222043883
127, 26, 0.010778375128
128, 26, 0.006081212930
129, 26, 0.009998580373
130, 26, 0.009542497868
131, 26, 0.007379032899
132, 26, 0.010083894820
133, 26, 0.006410454630
134, 26, 0.010952240276
135, 26, 0.010030351673
136, 26, 0.010692051216
137, 26, 0.006066737246
138, 26, 0.009557151518
139, 26, 0.009611098189
140, 26, 0.010866217145
141, 26, 0.006869080753
142, 26, 0.010791541441
143, 26, 0.009042908764
144, 26, 0.010287771627
145, 26, 0.007746734833
146, 26, 0.008899598047
147, 26, 0.008368509422
148, 26, 0.007358257782
149, 26, 0.006974226084
150, 26, 0.006146309489
  1, 27, 0.061737755133
  2, 27, 0.065926166647
  3, 27, 0.070957939887
  4, 27, 0.065042979616
  5, 27, 0.074448954801
  6, 27, 0.080109476399
  7, 27, 0.071175378198
  8, 27, 0.077272826665
  9, 27, 0.062076624202
 10, 27, 0.084071687974
 11, 27, 0.093528791226
 12, 27, 0.090155776645
 13, 27, 0.092256515508
 14, 27, 0.062579566283
 15, 27, 0.092817416702
 16, 27, 0.075190235311
 17, 27, 0.117113107362
 18, 27, 0.046781682605
 19, 27, 0.044499013764
 20, 27, 0.122902631680
 21, 27, 0.121470147362
 22, 27, 0.110720933342
 23, 27, 0.104432719350
 24, 27, 0.122323525584
 25, 27, 0.029106616716
 26, 27, 0.124546426164
 27, 27, 0.145567726865
 28, 27, 0.093283796857
 29, 27, 0.138361328446
 30, 27, 0.079288041611
 31, 27, 0.029118423411
 32, 27, 0.120611838291
 33, 27, 0.066965551040
 34, 27, 0.059440693152
 35, 27, 0.102841986534
 36, 27, 0.052459940152
 37, 27, 0.032094436114
 38, 27, 0.073477066521
 39, 27, 0.022408518333
 40, 27, 0.053092001826
 41, 27, 0.055526037156
 42, 27, 0.051737581357
 43, 27, 0.027422227831
 44, 27, 0.030540237353
 45, 27, 0.025497460336
 46, 27, 0.035181979296
 47, 27, 0.019996121918
 48, 27, 0.026998747250
 49, 27, 0.039364266658
 50, 27, 0.036933893030
 51, 27, 0.024248618323
 52, 27, 0.038498694183
 53, 27, 0.031936234247
 54, 27, 0.016034183292
 55, 27, 0.027303952247
 56, 27, 0.035230519387
 57, 27, 0.036268568210
 58, 27, 0.033552038488
 59, 27, 0.034478488622
 60, 27, 0.026747512822
 61, 27, 0.030037298988
 62, 27, 0.033872296964
 63, 27, 0.032192322814
 64, 27, 0.026425616284
 65, 27, 0.028911375367
 66, 27, 0.031507906289
 67, 27, 0.024361991247
 68, 27, 0.030660455537
 69, 27, 0.027106220648
 70, 27, 0.025704167884
 71, 27, 0.022115415208
 72, 27, 0.026860812177
 73, 27, 0.026489300874
 74, 27, 0.022490512973
 75, 27, 0.020435503964
 76, 27, 0.021749836764
 77, 27, 0.022218375035
 78, 27, 0.019182831429
 79, 27, 0.017374571247
 80, 27, 0.017988138591
 81, 27, 0.012805405481
 82, 27, 0.009899364700
 83, 27, 0.007281311982
 84, 27, 0.004725847117
 85, 27, 0.003389782235
 86, 27, 0.003583072889
 87, 27, 0.007784076109
 88, 27, 0.004480970514
 89, 27, 0.006391877564
 90, 27, 0.005659601949
 91, 27, 0.005051720560
 92, 27, 0.008257835958
 93, 27, 0.004614980926
 94, 27, 0.004877784029
 95, 27, 0.003724807087
 96, 27, 0.006855923571
 97, 27, 0.005581440510
 98, 27, 0.005072888075
 99, 27, 0.005472186945
100, 27, 0.006938264859
101, 27, 0.007526698048
102, 27, 0.006613941179
103, 27, 0.003901375352
104, 27, 0.007567992609
105, 27, 0.006338841361
106, 27, 0.009138569657
107, 27, 0.006862005409
108, 27, 0.010499315903
109, 27, 0.002473873914
110, 27, 0.008162786163
111, 27, 0.005216649514
112, 27, 0.008766817424
113, 27, 0.011443074252
114, 27, 0.010866600397
115, 27, 0.011070955757
116, 27, 0.005346777545
117, 27, 0.004082411087
118, 27, 0.009216606541
119, 27, 0.009959527354
120, 27, 0.009909869708
121, 27, 0.011201304378
122, 27, 0.011435751355
123, 27, 0.010099689378
124, 27, 0.011558452303
125, 27, 0.006249173805
126, 27, 0.005049102975
127, 27, 0.011771743790
128, 27, 0.007897983635
129, 27, 0.012578236986
130, 27, 0.011468153403
131, 27, 0.009954148615
132, 27, 0.012925230612
133, 27, 0.007675536172
134, 27, 0.012365904867
135, 27, 0.011965585116
136, 27, 0.012729158992
137, 27, 0.008314741680
138, 27, 0.012298838851
139, 27, 0.011148096075
140, 27, 0.012892051492
141, 27, 0.009050271694
142, 27, 0.012821029241
143, 27, 0.010466633439
144, 27, 0.012443052046
145, 27, 0.009663517830
146, 27, 0.010022529941
147, 27, 0.009231059506
148, 27, 0.008612855219
149, 27, 0.007583733292
150, 27, 0.006554399072
  1, 28, 0.045388508107
  2, 28, 0.050280777320
  3, 28, 0.055009584963
  4, 28, 0.041956938082
  5, 28, 0.060345909638
  6, 28, 0.070438146108
  7, 28, 0.045936282980
  8, 28, 0.051017959333
  9, 28, 0.035852476384
 10, 28, 0.082522796001
 11, 28, 0.070429451946
 12, 28, 0.060379647528
 13, 28, 0.104811604194
 14, 28, 0.034260117607
 15, 28, 0.053081828438
 16, 28, 0.040292201281
 17, 28, 0.090004081936
 18, 28, 0.027320386079
 19, 28, 0.025655054622
 20, 28, 0.077854676720
 21, 28, 0.107104729745
 22, 28, 0.063869034870
 23, 28, 0.137481411630
 24, 28, 0.125520445086
 25, 28, 0.025204040151
 26, 28, 0.074276704905
 27, 28, 0.093283796857
 28, 28, 0.147469868491
 29, 28, 0.100986284946
 30, 28, 0.136110035797
 31, 28, 0.028024960038
 32, 28, 0.109949581807
 33, 28, 0.118115360926
 34, 28, 0.104345701430
 35, 28, 0.116642416720
 36, 28, 0.088986533501
 37, 28, 0.030255808166
 38, 28, 0.106954816324
 39, 28, 0.018749060205
 40, 28, 0.085614442778
 41, 28, 0.091904915023
 42, 28, 0.083966918274
 43, 28, 0.056861855279
 44, 28, 0.056095769308
 45, 28, 0.037254104958
 46, 28, 0.054759588600
 47, 28, 0.038805989100
 48, 28, 0.044736296345
 49, 28, 0.052861400136
 50, 28, 0.052313265385
 51, 28, 0.032060967095
 52, 28, 0.048258448323
 53, 28, 0.044874416752
 54, 28, 0.019991076753
 55, 28, 0.039372912717
 56, 28, 0.045239142749
 57, 28, 0.041432956044
 58, 28, 0.042532482700
 59, 28, 0.041888688731
 60, 28, 0.033908747357
 61, 28, 0.037771966704
 62, 28, 0.037959765835
 63, 28, 0.035867114093
 64, 28, 0.030423628088
 65, 28, 0.033032432940
 66, 28, 0.033610480272
 67, 28, 0.028029821897
 68, 28, 0.032118515406
 69, 28, 0.027429457414
 70, 28, 0.025304468340
 71, 28, 0.024121054595
 72, 28, 0.027470928194
 73, 28, 0.027097667473
 74, 28, 0.021924521905
 75, 28, 0.020493607632
 76, 28, 0.021788583155
 77, 28, 0.019841471428
 78, 28, 0.016862715654
 79, 28, 0.017744712119
 80, 28, 0.015965212633
 81, 28, 0.012626703928
 82, 28, 0.009611954092
 83, 28, 0.004135045843
 84, 28, 0.001611937073
 85, 28, 0.000361309189
 86, 28, 0.000211187555
 87, 28, 0.004287707447
 88, 28, 0.001435309597
 89, 28, 0.003162853226
 90, 28, 0.002088415364
 91, 28, 0.001974050392
 92, 28, 0.003497654575
 93, 28, 0.001863368231
 94, 28, 0.002491550279
 95, 28, 0.000829754128
 96, 28, 0.003229786309
 97, 28, 0.001722956538
 98, 28, 0.000735824009
 99, 28, 0.003759927608
